-- Logs begin at Wed 2020-04-01 11:07:14 UTC, end at Wed 2020-04-01 12:53:13 UTC. --
Apr 01 11:50:37 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 11:50:38 ubuntu dstat.sh[2685]: [286B blob data]
Apr 01 11:50:38 ubuntu dstat.sh[2685]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 12:07:12 ubuntu dstat.sh[2685]: 01-04 12:07:12| 48  31  18   0   3| 927M  180M  147M 2565M|3250B 1944B|   0     0 |   0     0 |1726  6801 |2.05 1.98 1.76|2.0   0 289|   0     0 |swift-account-s      2333  22%2198k 140B|swift-account-s      2333 2198k 140B 22%|mysqld       242M|   0     0 |  19    9    0  160   20
Apr 01 12:07:13 ubuntu dstat.sh[2685]: 01-04 12:07:13| 50  29   2  19   1| 956M  150M  147M 2566M|4309B 2160B|   0    92k|   0  23.0 |1327  3479 |2.05 1.98 1.76|  0 2.0 295|   0     0 |swift-account-s      2333  31%3734k 186k|swift-account-s      2333 3734k 186k 31%|mysqld       242M|   0     0 |  20    9    0  160   20
Apr 01 12:07:14 ubuntu dstat.sh[2685]: 01-04 12:07:14| 17  15  20  43   5| 958M  149M  147M 2566M|3435B 2160B|   0   452k|   0  40.0 |1348  4033 |2.05 1.98 1.76|1.0 2.0  80|   0     0 |systemd              1     10%   0    0 |bash                 3912  632k3637B1.5%|mysqld       242M|   0     0 |  20    9    0  160   20
Apr 01 12:07:15 ubuntu dstat.sh[2685]: 01-04 12:07:15| 49  35  12   2   3| 969M  138M  147M 2566M|4012B 2160B|   0   172k|   0  2.00 |2017  5862 |2.05 1.98 1.76|5.0   0 277|   0     0 |swift-container      3000  28%2302k 154B|swift-container      3000 2302k 154B 28%|mysqld       242M|   0     0 |  20    9    0  160   20
Apr 01 12:07:16 ubuntu dstat.sh[2685]: 01-04 12:07:16| 49  31  14   0   6| 986M  120M  147M 2566M|3379B 1944B|   0    28k|   0  7.00 |1456  3888 |2.05 1.98 1.76|1.0   0 338|   0     0 |swift-container      3000  29%4135k 481k|swift-container      3000 4135k 481k 29%|mysqld       242M|   0     0 |  20    9    0  160   20
Apr 01 12:07:17 ubuntu dstat.sh[2685]: 01-04 12:07:17| 29  27  31   0  14| 991M  115M  147M 2566M|4191B 2160B|   0     0 |   0     0 |1952  6366 |2.05 1.98 1.76|4.0   0 101|   0     0 |systemd              1     26%   0    0 |swift-proxy-ser      3734 1048k 127B6.0%|mysqld       242M|   0     0 |  20    9    0  154   20
Apr 01 12:07:18 ubuntu dstat.sh[2685]: 01-04 12:07:18| 51  14  34   0   1|1013M  161M  147M 2500M|  11k 2160B|   0     0 |   0     0 |1175  2178 |2.05 1.98 1.76|2.0   0 111|   0     0 |swift-proxy-ser      3734  46%4931k 154k|swift-proxy-ser      3734 4931k 154k 46%|mysqld       242M|   0     0 |  20    9    0  154   20
Apr 01 12:07:19 ubuntu dstat.sh[2685]: 01-04 12:07:19| 50   4  26  18   2|1029M  145M  147M 2500M|5947B 1944B|   0  1244k|   0  61.0 | 910  1367 |2.05 1.98 1.76|1.0 1.0  20|   0     0 |swift-proxy-ser      3734  48%4475k  72k|swift-proxy-ser      3734 4475k  72k 48%|mysqld       242M|   0     0 |  20    9    0  154   20
Apr 01 12:07:20 ubuntu dstat.sh[2685]: 01-04 12:07:20| 42   3  37  18   1|1039M  135M  147M 2501M|3844B 1944B|   0   908k|   0  57.0 | 964  1451 |1.96 1.97 1.76|3.0   0  21|   0     0 |swift-proxy-ser      3734  32% 900k 156k|swift-proxy-ser      3734  900k 156k 32%|mysqld       242M|   0     0 |  21    9    0  154   20
Apr 01 12:07:21 ubuntu dstat.sh[2685]: 01-04 12:07:21| 43  11  41   0   5|1056M  118M  147M 2501M|4518B 1998B|   0     0 |   0     0 |1432  2686 |1.96 1.97 1.76|1.0   0 115|   0     0 |swift-proxy-ser      3928  20% 132k2474B|openstack            4043 1942k   0  14%|mysqld       242M|   0     0 |  21    9    0  151   20
Apr 01 12:07:22 ubuntu dstat.sh[2685]: 01-04 12:07:22| 47  11  40   0   2|1080M  536M  147M 2068M|4151B 2148B|   0     0 |   0     0 |1121  1591 |1.96 1.97 1.76|3.0   0 1.0|   0     0 |openstack            4043  49%5838k  38k|openstack            4043 5838k  38k 49%|mysqld       242M|   0     0 |  21    9    0  151   20
Apr 01 12:07:23 ubuntu dstat.sh[2685]: 01-04 12:07:23| 49   6  44   0   1|1093M  523M  147M 2068M|3655B 2160B|   0     0 |   0     0 |1018  1790 |1.96 1.97 1.76|4.0   0   0|   0     0 |openstack            4043  37%3458k   0 |openstack            4043 3458k   0  37%|mysqld       242M|   0     0 |  21   11    0  145    6
Apr 01 12:07:24 ubuntu dstat.sh[2685]: 01-04 12:07:24| 48   4  44   0   3|1099M  516M  147M 2068M|7856B 1944B|   0     0 |   0     0 |1355  2537 |1.96 1.97 1.76|1.0   0 1.0|   0     0 |uwsgi                4941  24%2682B9358B|python2              2793   38k 446B0.5%|mysqld       242M|   0     0 |  21   15    0  149    0
Apr 01 12:07:25 ubuntu dstat.sh[2685]: 01-04 12:07:25| 24  11  41  17   6|1058M  557M  147M 2069M|5673B 2160B| 750k  494k|20.0  47.0 |1453  2898 |1.88 1.95 1.75|1.0   0 105|   0     0 |uwsgi                4942 4.5%  88B4333B|bash                 3912   11M  45k2.0%|mysqld       242M|   0     0 |  21   11    0  147    0
Apr 01 12:07:26 ubuntu dstat.sh[2685]: 01-04 12:07:26| 19  32  39   0  11|1057M  558M  147M 2069M|5247B 2160B|  64k 4096B|2.00  1.00 |1989  4652 |1.88 1.95 1.75|1.0   0 377|   0     0 |bash                 3912 8.5% 946k  23k|bash                 3912  946k  23k8.5%|mysqld       242M|   0     0 |  21   11    0  147    0
Apr 01 12:07:27 ubuntu dstat.sh[2685]: 01-04 12:07:27| 21  31  38   0  10|1058M  557M  147M 2069M|4276B 1782B|  84k   32k|2.00  8.00 |1797  4092 |1.88 1.95 1.75|4.0   0 333|   0     0 |bash                 3912 4.5%2860k  22k|bash                 3912 2860k  22k4.5%|mysqld       242M|   0     0 |  21   11    0  144    0
Apr 01 12:07:28 ubuntu dstat.sh[2685]: 01-04 12:07:28| 36  28  34   0   2|1062M  552M  147M 2070M|4789B 2268B|   0  8192B|   0  2.00 |2226  5294 |1.88 1.95 1.75|1.0   0 120|   0     0 |systemd              1     23%   0    0 |bash                 3912  653k3805B1.5%|mysqld       242M|   0     0 |  22   11    0  144    0
Apr 01 12:07:29 ubuntu dstat.sh[2685]: 01-04 12:07:29| 80  19   1   0   1|1098M  516M  147M 2070M|3406B 1998B|   0  4096B|   0  1.00 |1373  2575 |1.88 1.95 1.75|2.0   0 126|   0     0 |uwsgi                4988  42%4205k  41k|uwsgi                4988 4140k  41k 42%|mysqld       242M|   0     0 |  22   15    0  141    0
Apr 01 12:07:30 ubuntu dstat.sh[2685]: 01-04 12:07:30| 95   5   0   0   0|1138M  476M  147M 2070M|5189B 2160B|   0   268k|   0  3.00 |1189  1613 |1.89 1.95 1.75|2.0   0 1.0|   0     0 |uwsgi                4986  47%4547k   0 |uwsgi                4986 4547k   0  47%|mysqld       242M|   0     0 |  22   15    0  141    0
Apr 01 12:07:31 ubuntu dstat.sh[2685]: 01-04 12:07:31| 91   9   0   1   0|1174M  439M  147M 2071M|4629B 1944B|4096B    0 |1.00     0 |1302  2126 |1.89 1.95 1.75|2.0   0   0|   0     0 |uwsgi                4986  48%4582k  16k|uwsgi                4988 5252k 384k 47%|mysqld       242M|   0     0 |  22   15    0  126    0
Apr 01 12:07:32 ubuntu dstat.sh[2685]: 01-04 12:07:32| 83  10   6   2   1|1208M  405M  147M 2071M|3594B 1986B|   0   376k|   0  10.0 |1648  4076 |1.89 1.95 1.75|2.0   0 4.0|   0     0 |uwsgi                4986  48%4456k  76k|uwsgi                4986 4456k  76k 48%|mysqld       242M|   0     0 |  22   11    0  128    0
Apr 01 12:07:33 ubuntu dstat.sh[2685]: 01-04 12:07:33| 28  32  34   5   2|1206M  404M  147M 2073M|5244B 2160B|1720k    0 |22.0     0 |2605  7079 |1.89 1.95 1.75|3.0   0 382|   0     0 |bash                 3912 6.5% 656k  23k|bash                 3912  656k  23k6.5%|mysqld       242M|   0     0 |  22   11    0  125    0
Apr 01 12:07:34 ubuntu dstat.sh[2685]: 01-04 12:07:34| 46   6  47   0   0|1232M  378M  147M 2073M|4461B 2160B|   0     0 |   0     0 |1148  1803 |1.89 1.95 1.75|1.0   0  18|   0     0 |openstack            5515  45%6003k  38k|openstack            5515 6003k  38k 45%|mysqld       242M|   0     0 |  22   11    0  125    0
Apr 01 12:07:35 ubuntu dstat.sh[2685]: 01-04 12:07:35| 48   6  46   0   1|1250M  361M  147M 2073M|3990B 2160B|   0    52k|   0  4.00 |1080  1597 |1.82 1.93 1.75|3.0   0   0|   0     0 |openstack            5515  48%5118k   0 |openstack            5515 5118k   0  48%|mysqld       242M|   0     0 |  22   11    0  114    0
Apr 01 12:07:36 ubuntu dstat.sh[2685]: 01-04 12:07:36| 51   4  44   0   1|1253M  358M  147M 2073M|3426B 1944B|   0     0 |   0     0 |1201  2266 |1.82 1.93 1.75|1.0   0   0|   0     0 |uwsgi                4941  23%3635B  11k|openstack            5515  165k   0 7.0%|mysqld       242M|   0     0 |  22   19    0  121    0
Apr 01 12:07:37 ubuntu dstat.sh[2685]: 01-04 12:07:37| 47   4  43   3   2|1262M  349M  147M 2073M|4403B 2160B|   0   160k|   0  8.00 |1311  2283 |1.82 1.93 1.75|  0 1.0 2.0|   0     0 |uwsgi                4942  19%  88B6214B|uwsgi                4986  166k3123B 11%|mysqld       244M|   0     0 |  22   23    0  121    0
Apr 01 12:07:38 ubuntu dstat.sh[2685]: 01-04 12:07:38| 47   4  33  14   1|1280M  318M  147M 2087M|7263B 2160B|  13M  148k| 109  12.0 |1916  3598 |1.82 1.93 1.75|1.0   0 2.0|   0     0 |uwsgi                4941  13%1324B4570B|openstack            5515   13M   0 2.5%|mysqld       244M|   0     0 |  22   31    0  129    0
Apr 01 12:07:39 ubuntu dstat.sh[2685]: 01-04 12:07:39| 45   9  29  18   1|1278M  300M  147M 2106M|4726B 2160B|6144k  248k|49.0  15.0 |1708  3575 |1.82 1.93 1.75|2.0 2.0   0|   0     0 |uwsgi                4988  18%  14M2490B|uwsgi                4988   14M2490B 18%|mysqld       244M|   0     0 |  22   31    0  126    0
Apr 01 12:07:40 ubuntu dstat.sh[2685]: 01-04 12:07:40| 34  10  26  30   1|1272M  259M  147M 2152M|4608B 2160B|7296k   27M|58.0  57.0 |2207  4738 |1.84 1.94 1.75|  0 5.0   0|   0     0 |uwsgi                4988  17%  13M   0 |uwsgi                4988   13M   0  17%|mysqld       244M|   0     0 |  22   31    0  126    0
Apr 01 12:07:41 ubuntu dstat.sh[2685]: 01-04 12:07:41|  5   2  41  51   0|1272M  257M  147M 2153M|4462B 2160B| 640k   80k|5.00  5.00 | 876  1556 |1.84 1.94 1.75|2.0 4.0   0|   0     0 |swift-container      1693 1.5%   0    0 |openstack            5515  640k   0   0%|mysqld       244M|   0     0 |  22   31    0  112    0
Apr 01 12:07:42 ubuntu dstat.sh[2685]: 01-04 12:07:42| 15   4   2  79   1|1272M  249M  147M 2161M|8716B 1566B|4096k 8260k|32.0  60.0 |1331  2189 |1.84 1.94 1.75|1.0 4.0   0|   0     0 |uwsgi                4988 5.5%4056k   0 |swift-object-se      1447    0 4096k2.5%|mysqld       244M|   0     0 |  22   31    0  112    0
Apr 01 12:07:43 ubuntu dstat.sh[2685]: 01-04 12:07:43| 14   2   0  84   1|1272M  244M  147M 2166M|5792B 2322B|2560k   11M|21.0  27.0 |1062  2354 |1.84 1.94 1.75|  0 4.0   0|   0     0 |uwsgi                4988 4.5%2560k   0 |swift-object-se      1447    0 2560k1.0%|mysqld       244M|   0     0 |  22   31    0  111    0
Apr 01 12:07:44 ubuntu dstat.sh[2685]: 01-04 12:07:44| 15   4   0  80   2|1272M  237M  147M 2173M|4444B 2254B|3584k 7391k|28.0  64.0 |1237  2183 |1.84 1.94 1.75|  0 4.0   0|   0     0 |uwsgi                4988 5.5%3584k   0 |swift-object-se      1447    0 3584k2.5%|mysqld       244M|   0     0 |  22   31    0  111    0
Apr 01 12:07:45 ubuntu dstat.sh[2685]: 01-04 12:07:45| 16   6   1  75   3|1272M  228M  147M 2182M|5129B 2160B|4608k  696k|37.0  86.0 |1357  2696 |1.93 1.95 1.76|  0 2.0   0|   0     0 |uwsgi                4988 7.0%4608k   0 |swift-object-se      1447    0 4608k2.0%|mysqld       244M|   0     0 |  22   31    0   97    0
Apr 01 12:07:46 ubuntu dstat.sh[2685]: 01-04 12:07:46| 13   3   0  83   1|1272M  221M  147M 2189M|6148B 1944B|3584k 2428k|28.0  94.0 |1434  2294 |1.93 1.95 1.76|  0 3.0   0|   0     0 |uwsgi                4988 5.0%3584k   0 |swift-object-se      1447    0 3584k2.0%|mysqld       244M|   0     0 |  22   31    0   97    0
Apr 01 12:07:47 ubuntu dstat.sh[2685]: 01-04 12:07:47| 16   7   6  69   2|1274M  208M  147M 2200M|4615B 2160B|6144k  848k|49.0  78.0 |1450  2742 |1.93 1.95 1.76|1.0 1.0 2.0|   0     0 |uwsgi                4988 7.5%5456k   0 |openstack            5515 8320k   0 2.5%|mysqld       244M|   0     0 |  22   31    0   91    0
Apr 01 12:07:48 ubuntu dstat.sh[2685]: 01-04 12:07:48| 65  27   4   1   4|1275M  158M  147M 2248M|4690B 1944B|  24M   96k| 197  6.00 |3028  7251 |1.93 1.95 1.76|2.0 1.0   0|   0     0 |uwsgi                4988  32%  23M   0 |swift-object-se      1447    0   23M 12%|mysqld       244M|   0     0 |  22   31    0   91    0
Apr 01 12:07:49 ubuntu dstat.sh[2685]: 01-04 12:07:49| 38  11  26  23   3|1281M  119M  147M 2281M|4274B 2160B|  20M    0 | 159     0 |2642  5572 |1.93 1.95 1.76|2.0 1.0   0|   0     0 |uwsgi                4988  20%  15M   0 |openstack            5515   21M   0 5.5%|mysqld       244M|   0     0 |  22   31    0   82    0
Apr 01 12:07:50 ubuntu dstat.sh[2685]: 01-04 12:07:50| 56  24   6  12   1|1274M 90.9M  147M 2316M|4027B 2160B|  17M   86M| 139   121 |3602  7805 |2.10 1.99 1.77|3.0 5.0 2.0|   0     0 |uwsgi                4988  31%  23M   0 |swift-object-se      1447    0   24M 12%|mysqld       244M|   0     0 |  22   31    0   82    0
Apr 01 12:07:51 ubuntu dstat.sh[2685]: 01-04 12:07:51| 12   5   0  82   2|1273M  130M  147M 2279M|4819B 1944B|4396k 4684k|46.0  59.0 |1299  2127 |2.10 1.99 1.77|  0 2.0 1.0|   0     0 |uwsgi                4988 5.0%3200k   0 |swift-object-se      1447    0 3200k1.5%|mysqld       244M|   0     0 |  22   31    0   82    0
Apr 01 12:07:52 ubuntu dstat.sh[2685]: 01-04 12:07:52| 15   3   0  80   2|1273M  123M  147M 2287M|5274B 2160B|3764k 1492k|30.0   123 |1396  2342 |2.10 1.99 1.77|  0 4.0   0|   0     0 |uwsgi                4988 5.5%3712k   0 |swift-object-se      1447    0 3712k1.5%|mysqld       244M|   0     0 |  22   31    0   78    0
Apr 01 12:07:53 ubuntu dstat.sh[2685]: 01-04 12:07:53| 12   3   0  85   1|1273M  116M  147M 2293M|3699B 1944B|3456k  560k|28.0  68.0 |1203  2045 |2.10 1.99 1.77|  0 2.0   0|   0     0 |uwsgi                4988 4.5%3328k   0 |swift-object-se      1447    0 3328k2.0%|mysqld       244M|   0     0 |  22   31    0   78    0
Apr 01 12:07:54 ubuntu dstat.sh[2685]: 01-04 12:07:54| 11   5   0  83   2|1273M  110M  147M 2299M|6886B 1944B|2944k   22M|23.0  25.0 |1039  1840 |2.10 1.99 1.77|1.0 3.0   0|   0     0 |uwsgi                4988 5.0%3224k   0 |openstack            5515 3328k   0 1.0%|mysqld       244M|   0     0 |  22   31    0   74    0
Apr 01 12:07:55 ubuntu dstat.sh[2685]: 01-04 12:07:55|  7   2   0  89   2|1273M  108M  147M 2302M|4667B 2160B|1408k 7208k|11.0  16.0 | 978  1711 |2.25 2.02 1.78|  0 3.0   0|   0     0 |uwsgi                4988 2.0%1256k   0 |swift-object-se      1447    0 1408k0.5%|mysqld       244M|   0     0 |  22   31    0   74    0
Apr 01 12:07:56 ubuntu dstat.sh[2685]: 01-04 12:07:56|  6   3   0  91   1|1273M  107M  147M 2303M|4827B 1944B| 512k 3812k|4.00  10.0 | 820  1467 |2.25 2.02 1.78|  0 3.0   0|   0     0 |uwsgi                4988 1.0% 512k   0 |swift-object-se      1447    0  512k0.5%|mysqld       244M|   0     0 |  22   31    0   74    0
Apr 01 12:07:57 ubuntu dstat.sh[2685]: 01-04 12:07:57|  6   2   0  93   0|1273M  106M  147M 2303M|7890B 2160B| 256k 2048k|2.00  5.00 | 815  1523 |2.25 2.02 1.78|1.0 4.0 1.0|   0     0 |swift-container      1693 1.0%   0    0 |swift-object-se      1447    0  256k  0%|mysqld       244M|   0     0 |  22   31    0   74    0
Apr 01 12:07:58 ubuntu dstat.sh[2685]: 01-04 12:07:58| 18  11   0  71   2|1273M  102M  147M 2308M|4435B 2160B|2156k 1880k|22.0  6.00 |1096  1959 |2.25 2.02 1.78|1.0 3.0 1.0|   0     0 |mysqld               1964  18%   0    0 |swift-object-se      1447    0 2048k1.0%|mysqld       244M|   0     0 |  22   31    0   63    0
Apr 01 12:07:59 ubuntu dstat.sh[2685]: 01-04 12:07:59| 37  28   0  35   1|1274M  117M  147M 2292M|4099B 1944B|3840k 5652k|30.0  16.0 |1286  2785 |2.25 2.02 1.78|3.0 3.0   0|   0     0 |mysqld               1964  48%   0    0 |swift-object-se      1447    0 4096k1.5%|mysqld       244M|   0     0 |  22   31    0   63    0
Apr 01 12:08:00 ubuntu dstat.sh[2685]: 01-04 12:08:00| 31  28   0  39   2|1274M  113M  147M 2296M|4853B 2160B|2120k   18M|19.0  31.0 |1274  2362 |2.47 2.07 1.80|2.0 3.0   0|   0     0 |mysqld               1964  47%   0    0 |uwsgi                4988 2048k   0 2.5%|mysqld       244M|   0     0 |  22   31    0   54    0
Apr 01 12:08:01 ubuntu dstat.sh[2685]: 01-04 12:08:01| 40  27   6  22   4|1273M  115M  146M 2296M|3628B 1944B|8316k   50M|77.0  73.0 |1710  3982 |2.47 2.07 1.80|4.0 2.0   0|   0     0 |mysqld               1964  33%   0    0 |openstack            5515   16M   0 5.0%|mysqld       244M|   0     0 |  22   31    0   54    0
Apr 01 12:08:02 ubuntu dstat.sh[2685]: 01-04 12:08:02| 28  11   1  56   3|1274M  114M  146M 2296M|3857B 2160B|  12M   30M| 110  80.0 |1888  3339 |2.47 2.07 1.80|  0 2.0   0|   0     0 |uwsgi                4988  14%  11M   0 |swift-object-se      1447    0   11M5.5%|mysqld       244M|   0     0 |  22   31    0   53    0
Apr 01 12:08:03 ubuntu dstat.sh[2685]: 01-04 12:08:03| 44  18  12  23   5|1291M  105M  146M 2291M|4307B 2160B|  32M   33M| 260  81.0 |2734  6248 |2.47 2.07 1.80|3.0 1.0   0|   0     0 |uwsgi                4988  22%  16M   0 |openstack            5515   32M   0 9.5%|mysqld       244M|   0     0 |  22   31    0   53    0
Apr 01 12:08:04 ubuntu dstat.sh[2685]: 01-04 12:08:04| 62  21  13   2   3|1291M  102M  147M 2295M|4664B 1728B|  32M   92k| 267  6.00 |2420  5757 |2.47 2.07 1.80|3.0   0   0|   0     0 |uwsgi                4988  38%  31M   0 |openstack            5515   32M   0 5.5%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:05 ubuntu dstat.sh[2685]: 01-04 12:08:05| 62  20  10   4   6|1289M  112M  147M 2292M|4316B 2160B|  30M   52k| 253  6.00 |2484  5207 |2.51 2.09 1.81|2.0   0   0|   0     0 |uwsgi                4988  39%  31M   0 |swift-object-se      1447    0   31M 15%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:06 ubuntu dstat.sh[2685]: 01-04 12:08:06| 56  18  14  10   2|1290M  106M  147M 2299M|  14k 2160B|  31M    0 | 306     0 |2396  4932 |2.51 2.09 1.81|4.0   0   0|   0     0 |uwsgi                4988  35%  29M   0 |uwsgi                4988   29M   0  35%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:07 ubuntu dstat.sh[2685]: 01-04 12:08:07| 65  15  10   8   3|1285M  118M  147M 2295M|5572B 2160B|  21M    0 | 170     0 |2403  5966 |2.51 2.09 1.81|1.0 1.0   0|   0     0 |uwsgi                4988  33%  25M   0 |swift-object-se      1447    0   26M 13%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:08 ubuntu dstat.sh[2685]: 01-04 12:08:08| 44  17  16  21   3|1273M  108M  147M 2319M|9050B 2202B|9816k   52M| 102  70.0 |1707  4059 |2.51 2.09 1.81|1.0 1.0 2.0|   0     0 |uwsgi                4988  27%  20M   0 |swift-object-se      1447    0   21M 10%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:09 ubuntu dstat.sh[2685]: 01-04 12:08:09| 58  18   8  14   2|1279M  105M  147M 2321M|  13k 2052B|  28M    0 | 224     0 |3376  6959 |2.51 2.09 1.81| 10   0   0|   0     0 |uwsgi                4988  30%  23M   0 |openstack            5515   32M   0 9.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:10 ubuntu dstat.sh[2685]: 01-04 12:08:10| 67  16  12   5   1|1290M  112M  147M 2307M|7378B 2106B|  38M   32k| 311  2.00 |2987  6321 |2.47 2.09 1.81|1.0 1.0   0|   0     0 |uwsgi                4988  35%  26M   0 |openstack            5515   34M   0 5.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:11 ubuntu dstat.sh[2685]: 01-04 12:08:11| 66  17  11   4   3|1290M  108M  147M 2313M|6663B 2106B|  31M    0 | 246     0 |2648  5945 |2.47 2.09 1.81|2.0   0   0|   0     0 |uwsgi                4988  37%  30M   0 |openstack            5515   30M   0 5.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:12 ubuntu dstat.sh[2685]: 01-04 12:08:12| 55  30   6   7   1|1276M  114M  147M 2326M|7934B 2160B|8644k  197M|74.0   230 |2782  5617 |2.47 2.09 1.81|2.0 2.0   0|   0     0 |uwsgi                4988  31%  23M   0 |swift-object-se      1447    0   24M 11%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:13 ubuntu dstat.sh[2685]: 01-04 12:08:13| 16   5   0  79   1|1273M  108M  147M 2334M|7130B 2160B|2944k   42M|23.0  45.0 |1090  2621 |2.47 2.09 1.81|1.0 3.0   0|   0     0 |uwsgi                4988 7.0%5376k   0 |swift-object-se      1447    0 5440k3.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:14 ubuntu dstat.sh[2685]: 01-04 12:08:14| 10   3   0  88   0|1273M  105M  147M 2338M|4910B 2160B|1920k   31M|15.0  40.0 | 939  1722 |2.47 2.09 1.81|  0 3.0   0|   0     0 |uwsgi                4988 3.0%1920k   0 |swift-object-se      1447    0 1920k0.5%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:15 ubuntu dstat.sh[2685]: 01-04 12:08:15| 12   4   7  77   0|1273M  113M  147M 2330M|3885B 1944B|3072k   63M|25.0  75.0 |1135  2000 |2.67 2.14 1.82|  0 4.0   0|   0     0 |uwsgi                4988 4.0%3072k   0 |swift-object-se      1447    0 3072k2.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:16 ubuntu dstat.sh[2685]: 01-04 12:08:16| 12   3  10  74   1|1273M  108M  147M 2336M|9422B 2160B|2944k   48M|23.0  60.0 |1081  1839 |2.67 2.14 1.82|  0 3.0   0|   0     0 |uwsgi                4988 4.0%2944k   0 |swift-object-se      1447    0 2944k1.5%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:17 ubuntu dstat.sh[2685]: 01-04 12:08:17| 13   5   7  74   2|1273M  115M  147M 2330M|3518B 1944B|3584k   34M|28.0  72.0 |1103  1983 |2.67 2.14 1.82|  0 2.0   0|   0     0 |uwsgi                4988 5.0%3584k   0 |swift-object-se      1447    0 3584k2.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:18 ubuntu dstat.sh[2685]: 01-04 12:08:18| 51  19  11  17   2|1291M  116M  147M 2315M|4480B 2160B|  39M   11M| 315  54.0 |2552  4542 |2.67 2.14 1.82|3.0 1.0 2.0|   0     0 |uwsgi                4988  31%  24M   0 |openstack            5515   39M   0 8.5%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:19 ubuntu dstat.sh[2685]: 01-04 12:08:19| 59  18   8   1  14|1290M  111M  147M 2322M|4879B 1782B|  32M    0 | 261     0 |2109  4011 |2.67 2.14 1.82|2.0   0   0|   0     0 |uwsgi                4988  41%  32M   0 |openstack            5515   34M   0 6.0%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:20 ubuntu dstat.sh[2685]: 01-04 12:08:20| 57  16  10   2  15|1283M  112M  147M 2331M|4806B 2268B|  20M    0 | 163     0 |2105  4115 |2.70 2.15 1.83|2.0 1.0   0|   0     0 |uwsgi                4988  36%  26M   0 |swift-object-se      1447    0   27M 15%|mysqld       244M|   0     0 |  22   31    0   42    0
Apr 01 12:08:21 ubuntu dstat.sh[2685]: 01-04 12:08:21| 37  21  14  20   7|1289M  102M  147M 2337M|  10k 2052B|  11M  116M| 111   139 |2086  3994 |2.70 2.15 1.83|1.0 6.0  20|   0     0 |uwsgi                4988  26%  20M   0 |uwsgi                4988   20M   0  26%|mysqld       244M|   0     0 |  22   33    0   42    0
Apr 01 12:08:22 ubuntu dstat.sh[2685]: 01-04 12:08:22|  4   2   0  93   2|1290M  118M  147M 2320M|  11k 2106B| 560k   28M|22.0  29.0 | 858  1422 |2.70 2.15 1.83|  0 3.0   0|   0     0 |etcd                 3776 1.0%   0    0 |uwsgi                4988  512k   0 0.5%|mysqld       244M|   0     0 |  22   33    0   41    0
Apr 01 12:08:23 ubuntu dstat.sh[2685]: 01-04 12:08:23|  4   2   0  94   0|1290M  118M  147M 2320M|4713B 2160B| 384k   33M|3.00  34.0 | 834  1262 |2.70 2.15 1.83|  0 3.0   0|   0     0 |swift-object-se      1062 0.5%   0    0 |uwsgi                4988  256k   0 0.5%|mysqld       244M|   0     0 |  22   33    0   41    0
Apr 01 12:08:24 ubuntu dstat.sh[2685]: 01-04 12:08:24|  8   2   1  88   2|1293M  113M  147M 2322M|7248B 1944B|2176k   13M|18.0  19.0 | 951  1587 |2.70 2.15 1.83|  0 3.0   0|   0     0 |uwsgi                4988 2.5%1632k   0 |openstack            5515 2304k   0   0%|mysqld       244M|   0     0 |  22   33    0   35    0
Apr 01 12:08:25 ubuntu dstat.sh[2685]: 01-04 12:08:25|  5   1  46  47   1|1294M  110M  147M 2324M|6193B 2160B|1536k   14M|12.0  16.0 | 830  1410 |3.04 2.23 1.86|  0 3.0   0|   0     0 |swift-proxy-ser      3734 1.0%   0    0 |openstack            5515 1408k   0 1.0%|mysqld       244M|   0     0 |  22   33    0   35    0
Apr 01 12:08:26 ubuntu dstat.sh[2685]: 01-04 12:08:26|  5   3  21  71   2|1297M  105M  147M 2326M|3990B 1944B|2560k   22M|20.0  24.0 |1470  3048 |3.04 2.23 1.86|  0 2.0   0|   0     0 |apache2              301041.0%   0    0 |openstack            5515 2560k   0 0.5%|mysqld       244M|   0     0 |  22   33    0   30    0
