-- Logs begin at Wed 2020-04-01 21:44:20 UTC, end at Wed 2020-04-01 23:10:43 UTC. --
Apr 01 22:25:19 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 22:25:19 ubuntu dstat.sh[2661]: [286B blob data]
Apr 01 22:25:19 ubuntu dstat.sh[2661]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 22:31:23 ubuntu dstat.sh[2661]: 01-04 22:31:23| 45   6  46   2   3| 820M  130M  102M 2801M|3919B 2160B|   0    44k|   0  3.00 | 883  1789 |1.18 1.44 1.35|1.0   0   0|   0     0 |openstack            12583 29%1432k  33B|openstack            125831432k  33B 29%|mysqld       205M|   0     0 |  15   29    0  206    0
Apr 01 22:31:24 ubuntu dstat.sh[2661]: 01-04 22:31:24| 38  13  45   0   4| 793M  158M  102M 2801M|6988B 2160B|   0    32k|   0  1.00 | 917  1412 |1.18 1.44 1.35|1.0   0  81|   0     0 |openstack            12664 35%4312k  38k|bash                 3856   22M  84k0.5%|mysqld       205M|   0     0 |  15   29    0  201    0
Apr 01 22:31:25 ubuntu dstat.sh[2661]: 01-04 22:31:25| 45   3  43   2   6| 809M  141M  102M 2801M|9970B 2160B|   0   276k|   0  16.0 | 700   881 |1.17 1.44 1.35|2.0   0   0|   0     0 |openstack            12664 50%4534k   0 |openstack            126644534k   0  50%|mysqld       205M|   0     0 |  15   29    0  201    0
Apr 01 22:31:26 ubuntu dstat.sh[2661]: 01-04 22:31:26| 40   7  41   0  12| 821M  130M  102M 2802M|3313B 1944B|   0     0 |   0     0 | 960  1821 |1.17 1.44 1.35|4.0   0   0|   0     0 |openstack            12664 26%2410k   0 |openstack            126642410k   0  26%|mysqld       205M|   0     0 |  15   29    0  204    0
Apr 01 22:31:27 ubuntu dstat.sh[2661]: 01-04 22:31:27| 43   9  44   1   1| 796M  155M  102M 2802M|6552B 2254B|   0    60k|   0  6.00 | 736  1420 |1.17 1.44 1.35|2.0   0  63|   0     0 |openstack            12727 35%4893k  38k|bash                 3856   11M  41k  0%|mysqld       205M|   0     0 |  15   29    0  204    0
Apr 01 22:31:28 ubuntu dstat.sh[2661]: 01-04 22:31:28| 49   3  48   0   0| 817M  134M  102M 2802M|6092B 2160B|   0     0 |   0     0 | 691   813 |1.17 1.44 1.35|1.0   0   0|   0     0 |openstack            12727 50%5778k   0 |openstack            127275778k   0  50%|mysqld       205M|   0     0 |  15   29    0  203    0
Apr 01 22:31:29 ubuntu dstat.sh[2661]: 01-04 22:31:29| 43  10  43   3   2| 781M  170M  102M 2802M|4525B 2106B|   0    64k|   0  6.00 |1086  2352 |1.17 1.44 1.35|2.0   0  85|   0     0 |uwsgi                4908 7.5%4737B  14k|bash                 3856   11M  42k1.0%|mysqld       205M|   0     0 |  15   29    0  210    0
Apr 01 22:31:30 ubuntu dstat.sh[2661]: 01-04 22:31:30| 49   4  46   2   1| 808M  142M  102M 2802M|5158B 1998B|   0    84k|   0  6.00 | 717   837 |1.15 1.43 1.35|1.0 1.0 1.0|   0     0 |openstack            12813 50%6634k  38k|openstack            128136634k  38k 50%|mysqld       205M|   0     0 |  15   29    0  195    0
Apr 01 22:31:31 ubuntu dstat.sh[2661]: 01-04 22:31:31| 48   4  44   3   2| 822M  129M  102M 2802M|5330B 2160B|   0   380k|   0  21.0 | 851  1316 |1.15 1.43 1.35|1.0   0   0|   0     0 |openstack            12813 39%3485k   0 |openstack            128133485k   0  39%|mysqld       205M|   0     0 |  15   31    0  199    0
Apr 01 22:31:32 ubuntu dstat.sh[2661]: 01-04 22:31:32| 39  16  40   1   5| 785M  165M  102M 2802M|4952B 2160B|   0   184k|   0  15.0 | 899  1982 |1.15 1.43 1.35|1.0   0 128|   0     0 |openstack            12942 21%2093k   0 |bash                 3856   11M  44k  0%|mysqld       205M|   0     0 |  15   29    0  197    0
Apr 01 22:31:33 ubuntu dstat.sh[2661]: 01-04 22:31:33| 48   4  45   3   1| 811M  139M  102M 2802M|6004B 1890B|   0   344k|   0  14.0 | 548   732 |1.15 1.43 1.35|2.0   0 1.0|   0     0 |openstack            12942 50%6509k  38k|openstack            129426509k  38k 50%|mysqld       205M|   0     0 |  15   29    0  197    0
Apr 01 22:31:34 ubuntu dstat.sh[2661]: 01-04 22:31:34| 40   8  47   4   2| 822M  129M  102M 2802M|4216B 2214B|   0   188k|   0  24.0 | 889  1672 |1.15 1.43 1.35|1.0   0   0|   0     0 |openstack            12942 28%2653k  33B|openstack            129422653k  33B 28%|mysqld       205M|   0     0 |  15   29    0  191    0
Apr 01 22:31:35 ubuntu dstat.sh[2661]: 01-04 22:31:35| 37  16  37   5   4| 790M  160M  102M 2802M|3639B 2160B|   0   616k|   0  26.0 |1059  2005 |1.14 1.42 1.35|1.0   0 180|   0     0 |openstack            13122 29%3111k  38k|bash                 3856   11M  47k1.0%|mysqld       205M|   0     0 |  15   29    0  191    0
Apr 01 22:31:36 ubuntu dstat.sh[2661]: 01-04 22:31:36| 48   2  44   1   4| 813M  137M  102M 2802M|3832B 1890B|   0   876k|   0  31.0 | 626   765 |1.14 1.42 1.35|1.0   0   0|   0     0 |openstack            13122 50%6169k   0 |openstack            131226169k   0  50%|mysqld       205M|   0     0 |  15   29    0  180    0
Apr 01 22:31:37 ubuntu dstat.sh[2661]: 01-04 22:31:37| 45   5  44   0   6| 823M  127M  102M 2802M|4393B 2214B|   0     0 |   0     0 | 837  1915 |1.14 1.42 1.35|1.0   0 2.0|   0     0 |openstack            13122 25%1970k   1B|openstack            131221970k   1B 25%|mysqld       205M|   0     0 |  15   29    0  189    0
Apr 01 22:31:38 ubuntu dstat.sh[2661]: 01-04 22:31:38| 44   8  48   0   1| 793M  157M  102M 2802M|5434B 2160B|   0     0 |   0     0 | 589   895 |1.14 1.42 1.35|1.0   0  22|   0     0 |openstack            13146 39%4503k  38k|bash                 3856   11M  43k0.5%|mysqld       205M|   0     0 |  15   29    0  185    0
Apr 01 22:31:39 ubuntu dstat.sh[2661]: 01-04 22:31:39| 48   4  45   3   1| 815M  135M  102M 2802M|3827B 1944B|   0    64k|   0  6.00 | 560   735 |1.14 1.42 1.35|1.0   0   0|   0     0 |openstack            13146 51%5942k   0 |openstack            131465942k   0  51%|mysqld       205M|   0     0 |  15   29    0  185    0
Apr 01 22:31:40 ubuntu dstat.sh[2661]: 01-04 22:31:40| 30   2  28  38   2| 820M  130M  102M 2802M|9979B 1944B|   0  1280k|   0   116 |1240  1655 |1.29 1.45 1.35|  0 2.0   0|   0     0 |openstack            13146 11% 797k   0 |openstack            13146 797k   0  11%|mysqld       205M|   0     0 |  15   31    0  186    0
Apr 01 22:31:41 ubuntu dstat.sh[2661]: 01-04 22:31:41| 38   7  38  14   2| 790M  160M  102M 2802M|5787B 2160B|   0  1084k|   0  31.0 | 758  1177 |1.29 1.45 1.35|1.0   0  72|   0     0 |openstack            13218 30%3851k  38k|bash                 3856   11M  38k  0%|mysqld       205M|   0     0 |  15   29    0  187    0
Apr 01 22:31:42 ubuntu dstat.sh[2661]: 01-04 22:31:42| 46   5  34  11   3| 816M  133M  102M 2802M|4570B 2160B|   0   184k|   0  15.0 | 664   755 |1.29 1.45 1.35|1.0   0   0|   0     0 |openstack            13218 49%6196k   0 |openstack            132186196k   0  49%|mysqld       205M|   0     0 |  15   29    0  183    0
Apr 01 22:31:43 ubuntu dstat.sh[2661]: 01-04 22:31:43| 45   3  46   0   5| 823M  127M  102M 2802M|4079B 1944B|   0     0 |   0     0 | 894  1925 |1.29 1.45 1.35|1.0   0   0|   0     0 |openstack            13218 24%1204k 725B|openstack            132181204k 725B 24%|mysqld       205M|   0     0 |  15   29    0  192    0
Apr 01 22:31:44 ubuntu dstat.sh[2661]: 01-04 22:31:44| 38  14  46   0   2| 794M  156M  102M 2802M|3780B 1944B|   0     0 |   0     0 | 806  1607 |1.29 1.45 1.35|1.0   0 122|   0     0 |openstack            13340 36%4342k  38k|bash                 3856   11M  46k  0%|mysqld       205M|   0     0 |  15   29    0  184    0
Apr 01 22:31:45 ubuntu dstat.sh[2661]: 01-04 22:31:45| 48   4  46   2   1| 817M  133M  102M 2802M|4207B 2160B|   0    60k|   0  6.00 | 636   691 |1.27 1.44 1.35|1.0   0   0|   0     0 |openstack            13340 49%5920k   0 |openstack            133405920k   0  49%|mysqld       205M|   0     0 |  15   29    0  184    0
Apr 01 22:31:46 ubuntu dstat.sh[2661]: 01-04 22:31:46| 34  11  44   6   4| 773M  176M  102M 2802M|4270B 2106B|   0   272k|   0  5.00 | 966  1929 |1.27 1.44 1.35|1.0   0 101|   0     0 |uwsgi                4907 6.0%3548B9976B|bash                 3856   11M  47k1.0%|mysqld       205M|   0     0 |  15   29    0  189    0
Apr 01 22:31:47 ubuntu dstat.sh[2661]: 01-04 22:31:47| 45   9  34  11   1| 803M  147M  102M 2802M|2906B 1998B|   0   120k|   0  12.0 | 754  1364 |1.27 1.44 1.35|1.0   0  81|   0     0 |openstack            13520 45%6271k  38k|openstack            135206271k  38k 45%|mysqld       205M|   0     0 |  15   29    0  189    0
Apr 01 22:31:48 ubuntu dstat.sh[2661]: 01-04 22:31:48| 49   5  29  17   0| 822M  127M  102M 2802M|5279B 2160B|   0   428k|   0  20.0 | 763   949 |1.27 1.44 1.35|3.0 1.0   0|   0     0 |openstack            13520 48%4979k   0 |openstack            135204979k   0  48%|mysqld       205M|   0     0 |  15   31    0  184    0
Apr 01 22:31:49 ubuntu dstat.sh[2661]: 01-04 22:31:49| 46   8  46   0   1| 784M  165M  102M 2802M|4103B 2160B|   0  4096B|   0  1.00 | 931  1705 |1.27 1.44 1.35|1.0   0  21|   0     0 |openstack            13544 23%2555k   0 |bash                 3856   11M  43k0.5%|mysqld       205M|   0     0 |  15   29    0  190    0
Apr 01 22:31:50 ubuntu dstat.sh[2661]: 01-04 22:31:50| 48   4  48   0   1| 810M  139M  102M 2802M|4125B 1890B|   0     0 |   0     0 | 562   641 |1.25 1.43 1.35|1.0   0 1.0|   0     0 |openstack            13544 50%6322k  38k|openstack            135446322k  38k 50%|mysqld       205M|   0     0 |  15   29    0  184    0
Apr 01 22:31:51 ubuntu dstat.sh[2661]: 01-04 22:31:51| 45  10  44   1   1| 777M  173M  102M 2803M|4574B 2214B|   0   152k|   0  13.0 | 916  1884 |1.25 1.43 1.35|2.0   0  55|   0     0 |uwsgi                4908 7.5%4927B  14k|bash                 3856   11M  38k  0%|mysqld       205M|   0     0 |  15   29    0  191    0
Apr 01 22:31:52 ubuntu dstat.sh[2661]: 01-04 22:31:52| 43   8  48   0   1| 803M  147M  102M 2803M|6887B 1998B|   0     0 |   0     0 | 521   834 |1.25 1.43 1.35|1.0   0  17|   0     0 |openstack            13616 48%6245k  38k|openstack            136166245k  38k 48%|mysqld       205M|   0     0 |  15   29    0  185    0
Apr 01 22:31:53 ubuntu dstat.sh[2661]: 01-04 22:31:53| 47   5  45   3   1| 822M  127M  102M 2803M|5368B 2106B|   0   348k|   0  15.0 | 652   846 |1.25 1.43 1.35|1.0   0   0|   0     0 |openstack            13616 47%5003k   0 |openstack            136165003k   0  47%|mysqld       205M|   0     0 |  15   31    0  186    0
Apr 01 22:31:54 ubuntu dstat.sh[2661]: 01-04 22:31:54| 43  11  44   0   1| 782M  167M  102M 2803M|4640B 2106B|   0     0 |   0     0 |1101  2455 |1.25 1.43 1.35|2.0   0 109|   0     0 |uwsgi                4908  11%3932B  17k|bash                 3856   11M  46k0.5%|mysqld       205M|   0     0 |  15   29    0  193    0
Apr 01 22:31:55 ubuntu dstat.sh[2661]: 01-04 22:31:55| 48   4  48   0   0| 809M  141M  102M 2803M|4309B 2214B|   0     0 |   0     0 | 609   744 |1.22 1.43 1.35|1.0   0 1.0|   0     0 |openstack            13726 50%6416k  38k|openstack            137266416k  38k 50%|mysqld       205M|   0     0 |  15   29    0  193    0
Apr 01 22:31:56 ubuntu dstat.sh[2661]: 01-04 22:31:56| 48   4  45   3   1| 822M  127M  102M 2803M|5430B 2160B|   0    60k|   0  6.00 | 801  1289 |1.22 1.43 1.35|1.0   0   0|   0     0 |openstack            13726 37%3485k   0 |openstack            137263485k   0  37%|mysqld       205M|   0     0 |  15   31    0  182    0
Apr 01 22:31:57 ubuntu dstat.sh[2661]: 01-04 22:31:57| 38  14  45   3   2| 787M  162M  102M 2803M|6143B 2160B|   0    40k|   0  3.00 | 990  1767 |1.22 1.43 1.35|1.0   0 134|   0     0 |openstack            13861 24%2678k   0 |bash                 3856   11M  44k1.0%|mysqld       205M|   0     0 |  15   29    0  183    0
Apr 01 22:31:58 ubuntu dstat.sh[2661]: 01-04 22:31:58| 46   5  42   7   1| 811M  138M  103M 2803M|3799B 1944B|   0   232k|   0  15.0 | 492   755 |1.22 1.43 1.35|1.0   0 1.0|   0     0 |openstack            13861 50%5963k  38k|openstack            138615963k  38k 50%|mysqld       205M|   0     0 |  15   29    0  175    0
Apr 01 22:31:59 ubuntu dstat.sh[2661]: 01-04 22:31:59| 45   7  45   2   0| 774M  175M  103M 2803M|4532B 2160B|   0    80k|   0  9.00 | 787  1617 |1.22 1.43 1.35|4.0   0  43|   0     0 |uwsgi                4907 7.0%2463B8249B|bash                 3856   11M  43k  0%|mysqld       205M|   0     0 |  15   29    0  180    0
Apr 01 22:32:00 ubuntu dstat.sh[2661]: 01-04 22:32:00| 40  15  44   1   0| 797M  152M  103M 2803M|4460B 2160B|   0    84k|   0  6.00 | 800  1668 |1.21 1.42 1.35|1.0   0 137|   0     0 |openstack            14041 39%5212k  38k|openstack            140415212k  38k 39%|mysqld       205M|   0     0 |  15   29    0  174    0
Apr 01 22:32:01 ubuntu dstat.sh[2661]: 01-04 22:32:01| 47   5  44   4   1| 818M  131M  103M 2803M|4458B 2160B|   0   504k|   0  23.0 | 607   768 |1.21 1.42 1.35|1.0   0   0|   0     0 |openstack            14041 50%5314k   0 |openstack            140415314k   0  50%|mysqld       205M|   0     0 |  15   29    0  174    0
Apr 01 22:32:02 ubuntu dstat.sh[2661]: 01-04 22:32:02| 47   5  46   0   2| 779M  170M  103M 2803M|3417B 1890B|   0     0 |   0     0 | 929  2016 |1.21 1.42 1.35|1.0   0  21|   0     0 |uwsgi                4907  11%6113B  20k|bash                 3856   11M  43k  0%|mysqld       205M|   0     0 |  15   29    0  171    0
Apr 01 22:32:03 ubuntu dstat.sh[2661]: 01-04 22:32:03| 46   6  34  15   1| 807M  142M  103M 2803M|5445B 2214B|   0    92k|   0  6.00 | 542   750 |1.21 1.42 1.35|1.0   0 1.0|   0     0 |openstack            14063 50%6634k  38k|openstack            140636634k  38k 50%|mysqld       205M|   0     0 |  15   29    0  171    0
Apr 01 22:32:04 ubuntu dstat.sh[2661]: 01-04 22:32:04| 48   3  46   2   1| 820M  129M  103M 2803M|8104B 1986B|   0    52k|   0  6.00 | 816  1313 |1.21 1.42 1.35|1.0   0   0|   0     0 |openstack            14063 40%3462k   0 |openstack            140633462k   0  40%|mysqld       205M|   0     0 |  15   31    0  175    0
Apr 01 22:32:05 ubuntu dstat.sh[2661]: 01-04 22:32:05| 45   9  44   1   2| 789M  160M  103M 2803M|4123B 2160B|   0    48k|   0  3.00 | 897  1657 |1.19 1.41 1.35|1.0   0  72|   0     0 |openstack            14135 26%2948k  38k|bash                 3856   11M  38k  0%|mysqld       205M|   0     0 |  15   29    0  176    0
Apr 01 22:32:06 ubuntu dstat.sh[2661]: 01-04 22:32:06| 46   5  31  16   1| 809M  140M  103M 2803M|4383B 2160B|   0   576k|   0  34.0 | 669   833 |1.19 1.41 1.35|1.0   0   0|   0     0 |openstack            14135 50%4922k   0 |openstack            141354922k   0  50%|mysqld       205M|   0     0 |  15   29    0  176    0
Apr 01 22:32:07 ubuntu dstat.sh[2661]: 01-04 22:32:07| 47   3  45   0   5| 823M  126M  103M 2803M|3306B 1944B|   0     0 |   0     0 | 733  1371 |1.19 1.41 1.35|1.0   0 2.0|   0     0 |openstack            14135 34%3381k   0 |openstack            141353381k   0  34%|mysqld       205M|   0     0 |  15   31    0  166    0
Apr 01 22:32:08 ubuntu dstat.sh[2661]: 01-04 22:32:08| 36  13  43   0   7| 785M  163M  103M 2803M|3559B 2106B|   0     0 |   0     0 |1009  2015 |1.19 1.41 1.35|1.0   0 109|   0     0 |openstack            14247 18%2054k   0 |bash                 3856   11M  46k0.5%|mysqld       205M|   0     0 |  15   29    0  170    0
Apr 01 22:32:09 ubuntu dstat.sh[2661]: 01-04 22:32:09| 47   4  47   0   2| 809M  140M  103M 2803M|3716B 2214B|   0    60k|   0  6.00 | 584   810 |1.19 1.41 1.35|1.0   0 1.0|   0     0 |openstack            14247 50%5921k  38k|openstack            142475921k  38k 50%|mysqld       205M|   0     0 |  15   29    0  165    0
Apr 01 22:32:10 ubuntu dstat.sh[2661]: 01-04 22:32:10| 48   5  45   0   1| 822M  126M  103M 2803M|3693B 1944B|   0     0 |   0     0 | 800  1327 |1.17 1.40 1.34|1.0   0   0|   0     0 |uwsgi                4908 7.0%3799B  14k|bash                 14204  11M  38k  0%|mysqld       205M|   0     0 |  15   29    0  171    0
Apr 01 22:32:11 ubuntu dstat.sh[2661]: 01-04 22:32:11| 43   9  47   0   1| 802M  147M  103M 2803M|5323B 2160B|   0   248k|   0  36.0 | 761  1014 |1.17 1.40 1.34|1.0 1.0  52|   0     0 |openstack            14300 45%6049k  38k|openstack            143006049k  38k 45%|mysqld       205M|   0     0 |  15   29    0  162    0
Apr 01 22:32:12 ubuntu dstat.sh[2661]: 01-04 22:32:12| 46   6  48   0   0| 822M  126M  103M 2803M|3458B 1944B|   0  1776k|   0  95.0 | 713   767 |1.17 1.40 1.34|1.0   0   0|   0     0 |openstack            14300 48%5200k   0 |openstack            143005200k   0  48%|mysqld       205M|   0     0 |  15   29    0  164    0
Apr 01 22:32:13 ubuntu dstat.sh[2661]: 01-04 22:32:13| 35  12  46   6   2| 785M  163M  103M 2803M|5082B 2160B|   0    60k|   0  3.00 | 930  1873 |1.17 1.40 1.34|1.0   0 120|   0     0 |openstack            14423 19%2054k   0 |bash                 3856   22M  85k1.0%|mysqld       205M|   0     0 |  15   29    0  153    0
Apr 01 22:32:14 ubuntu dstat.sh[2661]: 01-04 22:32:14| 48   5  47   0   1| 809M  140M  103M 2803M|3274B 2160B|   0   184k|   0  9.00 | 620   748 |1.17 1.40 1.34|1.0 1.0 1.0|   0     0 |openstack            14423 49%5881k  38k|openstack            144235881k  38k 49%|mysqld       205M|   0     0 |  15   29    0  153    0
Apr 01 22:32:15 ubuntu dstat.sh[2661]: 01-04 22:32:15| 45   8  40   8   1| 822M  126M  103M 2803M|3546B 1986B|   0    96k|   0  10.0 | 846  1335 |1.16 1.40 1.34|1.0 1.0   0|   0     0 |openstack            14423 27%3330k   0 |openstack            144233330k   0  27%|mysqld       205M|   0     0 |  15   29    0  156    0
Apr 01 22:32:16 ubuntu dstat.sh[2661]: 01-04 22:32:16| 38  15  43   4   1| 792M  157M  103M 2803M|4388B 2160B|   0   104k|   0  8.00 | 926  1895 |1.16 1.40 1.34|2.0   0 133|   0     0 |openstack            14556 30%3936k  38k|bash                 3856   11M  44k0.5%|mysqld       205M|   0     0 |  15   29    0  156    0
Apr 01 22:32:17 ubuntu dstat.sh[2661]: 01-04 22:32:17| 49   4  35  12   0| 816M  133M  103M 2803M|2990B 1890B|   0   616k|   0  23.0 | 618   879 |1.16 1.40 1.34|1.0   0 2.0|   0     0 |openstack            14556 49%6067k   0 |openstack            145566067k   0  49%|mysqld       205M|   0     0 |  15   29    0  150    0
Apr 01 22:32:18 ubuntu dstat.sh[2661]: 01-04 22:32:18| 41   9  41   8   1| 773M  175M  103M 2803M|3911B 2214B|   0   208k|   0  24.0 | 955  1953 |1.16 1.40 1.34|3.0   0  65|   0     0 |uwsgi                4907 6.5%2538B8391B|bash                 3856   11M  45k1.0%|mysqld       205M|   0     0 |  15   29    0  155    0
Apr 01 22:32:19 ubuntu dstat.sh[2661]: 01-04 22:32:19| 43  12  44   1   2| 800M  148M  103M 2803M|4080B 2160B|   0    84k|   0  6.00 | 920  1541 |1.16 1.40 1.34|1.0   0 115|   0     0 |openstack            14738 40%5656k  38k|openstack            147385656k  38k 40%|mysqld       205M|   0     0 |  15   29    0  151    0
Apr 01 22:32:20 ubuntu dstat.sh[2661]: 01-04 22:32:20| 47   5  38  11   1| 819M  129M  103M 2803M|4904B 1944B|   0   900k|   0  28.0 | 569   812 |1.15 1.39 1.34|1.0   0   0|   0     0 |openstack            14738 50%5388k   0 |openstack            147385388k   0  50%|mysqld       205M|   0     0 |  15   29    0  151    0
Apr 01 22:32:21 ubuntu dstat.sh[2661]: 01-04 22:32:21| 48   5  46   0   1| 782M  166M  103M 2804M|4832B 2160B|   0     0 |   0     0 |1006  1863 |1.15 1.39 1.34|1.0   0  21|   0     0 |uwsgi                4907  11%6113B  20k|bash                 3856   11M  43k  0%|mysqld       205M|   0     0 |  15   29    0  152    0
Apr 01 22:32:22 ubuntu dstat.sh[2661]: 01-04 22:32:22| 47   5  48   0   0| 806M  142M  103M 2804M|3278B 1944B|   0    16k|   0  1.00 | 632   757 |1.15 1.39 1.34|1.0   0 1.0|   0     0 |openstack            14760 50%5866k  38k|openstack            147605866k  38k 50%|mysqld       205M|   0     0 |  15   29    0  152    0
Apr 01 22:32:23 ubuntu dstat.sh[2661]: 01-04 22:32:23| 48   5  46   1   0| 820M  128M  103M 2804M|5065B 2160B|   0    72k|   0  6.00 | 952  1534 |1.15 1.39 1.34|2.0   0   0|   0     0 |openstack            14760 35%3462k   0 |openstack            147603462k   0  35%|mysqld       205M|   0     0 |  15   31    0  159    0
Apr 01 22:32:24 ubuntu dstat.sh[2661]: 01-04 22:32:24| 43  10  45   1   1| 795M  153M  103M 2804M|4623B 2160B|   0    40k|   0  3.00 | 840  1392 |1.15 1.39 1.34|1.0   0  72|   0     0 |openstack            14832 34%4246k  38k|bash                 3856   11M  38k  0%|mysqld       205M|   0     0 |  15   29    0  160    0
Apr 01 22:32:25 ubuntu dstat.sh[2661]: 01-04 22:32:25| 47   5  41   6   0| 817M  131M  103M 2804M|4074B 2160B|   0   188k|   0  15.0 | 619   760 |1.14 1.38 1.34|1.0   0   0|   0     0 |openstack            14832 50%5990k   0 |openstack            148325990k   0  50%|mysqld       205M|   0     0 |  15   29    0  153    0
Apr 01 22:32:26 ubuntu dstat.sh[2661]: 01-04 22:32:26| 46   6  46   0   3| 823M  125M  103M 2804M|4627B 2160B|   0     0 |   0     0 | 976  1870 |1.14 1.38 1.34|1.0   0   0|   0     0 |openstack            14832 22%1015k 725B|openstack            148321015k 725B 22%|mysqld       205M|   0     0 |  15   29    0  162    0
Apr 01 22:32:27 ubuntu dstat.sh[2661]: 01-04 22:32:27| 34  21  43   2   1| 774M  174M  103M 2804M|7791B 2038B|8192B   84k|2.00  6.00 |1239  2582 |1.14 1.38 1.34|3.0   0 227|   0     0 |bash                 3856 3.0%  15M  60k|bash                 3856   15M  60k3.0%|mysqld       205M|   0     0 |  15   29    0  154    0
Apr 01 22:32:28 ubuntu dstat.sh[2661]: 01-04 22:32:28| 38  14  47   1   0| 796M  152M  103M 2804M|6108B 2160B|   0   152k|   0  6.00 | 992  1618 |1.14 1.38 1.34|2.0   0  87|   0     0 |glance-manage        15158 38%5425k  55k|glance-manage        151585425k  55k 38%|mysqld       205M|   0     0 |  15   29    0  156    0
Apr 01 22:32:29 ubuntu dstat.sh[2661]: 01-04 22:32:29| 48   3  49   0   1| 818M  130M  103M 2804M|4875B 2160B|   0     0 |   0     0 | 586   706 |1.14 1.38 1.34|1.0   0   0|   0     0 |glance-manage        15158 50%5242k 169k|glance-manage        151585242k 169k 50%|mysqld       205M|   0     0 |  15   29    0  149    0
Apr 01 22:32:30 ubuntu dstat.sh[2661]: 01-04 22:32:30| 44  10  36  10   1| 835M  112M  103M 2805M|6734B 2160B|  40k  556k|3.00  7.00 | 779  1204 |1.20 1.39 1.34|  0 1.0   0|   0     0 |glance-manage        15158 39%3618k 317k|glance-manage        151583618k 317k 39%|mysqld       208M|   0     0 |  15   31    0  149    0
Apr 01 22:32:31 ubuntu dstat.sh[2661]: 01-04 22:32:31|  6   2  46  47   0| 838M  109M  103M 2805M|4940B 2160B|   0   692k|   0  50.0 | 598  1015 |1.20 1.39 1.34|  0 1.0 1.0|   0     0 |glance-manage        151583.0%  21k1955B|python2              2741   40k 488B0.5%|mysqld       210M|   0     0 |  15   33    0  149    0
Apr 01 22:32:32 ubuntu dstat.sh[2661]: 01-04 22:32:32|  6   4  41  49   1| 838M  108M  103M 2805M|6180B 2106B|   0   652k|   0  67.0 | 641  1187 |1.20 1.39 1.34|2.0 1.0   0|   0     0 |mysqld               1941 9.0%   0    0 |python2              2741   40k 468B  0%|mysqld       210M|   0     0 |  15   33    0  149    0
Apr 01 22:32:33 ubuntu dstat.sh[2661]: 01-04 22:32:33|  4   4  46  46   0| 838M  108M  103M 2805M|5649B 1998B|   0   668k|   0  55.0 | 499   978 |1.20 1.39 1.34|  0 1.0   0|   0     0 |mysqld               1941 4.0%   0    0 |python2              2741   40k 472B  0%|mysqld       210M|   0     0 |  15   33    0  144    0
Apr 01 22:32:34 ubuntu dstat.sh[2661]: 01-04 22:32:34|  6   5  43  46   0| 839M  107M  103M 2805M|5397B 2160B|   0   692k|   0  60.0 | 530  1063 |1.20 1.39 1.34|1.0   0   0|   0     0 |mysqld               1941 7.5%   0    0 |python2              2741   39k 461B  0%|mysqld       210M|   0     0 |  15   33    0  144    0
Apr 01 22:32:35 ubuntu dstat.sh[2661]: 01-04 22:32:35|  4   4  41  52   0| 839M  107M  103M 2805M|5541B 2160B|   0   616k|   0  53.0 | 512  1086 |1.19 1.39 1.34|  0 1.0   0|   0     0 |mysqld               1941 4.0%   0    0 |python2              2741   39k 462B1.0%|mysqld       210M|   0     0 |  15   33    0  139    0
Apr 01 22:32:36 ubuntu dstat.sh[2661]: 01-04 22:32:36|  4   6  38  51   1| 839M  107M  103M 2805M|4601B 1944B|   0   628k|   0  58.0 | 508   957 |1.19 1.39 1.34|1.0 1.0   0|   0     0 |mysqld               1941 7.5%   0    0 |python2              2741   38k 462B  0%|mysqld       211M|   0     0 |  15   33    0  139    0
Apr 01 22:32:37 ubuntu dstat.sh[2661]: 01-04 22:32:37|  5   2  40  54   0| 839M  106M  103M 2805M|3766B 1944B|   0   748k|   0  81.0 | 574  1013 |1.19 1.39 1.34|  0 3.0 2.0|   0     0 |mysqld               1941 3.5%   0    0 |python2              2741   38k 465B  0%|mysqld       211M|   0     0 |  15   33    0  133    0
Apr 01 22:32:38 ubuntu dstat.sh[2661]: 01-04 22:32:38|  2   1  33  65   0| 839M  106M  103M 2805M|5160B 2160B|   0   936k|   0  42.0 | 409   661 |1.19 1.39 1.34|  0 1.0   0|   0     0 |beam.smp             3362 0.5%   0    0 |python2              2741   37k 468B  0%|mysqld       211M|   0     0 |  15   33    0  133    0
Apr 01 22:32:39 ubuntu dstat.sh[2661]: 01-04 22:32:39|  3   3  38  55   1| 839M  106M  103M 2806M|5451B 2160B|   0   388k|   0  44.0 | 525  1066 |1.19 1.39 1.34|  0 2.0   0|   0     0 |mysqld               1941 2.5%   0    0 |python2              2741   37k 461B0.5%|mysqld       211M|   0     0 |  15   33    0  130    0
Apr 01 22:32:40 ubuntu dstat.sh[2661]: 01-04 22:32:40| 11   8  42  39   0| 839M  106M  104M 2806M|7865B 2160B|   0   564k|   0  47.0 | 523   931 |1.25 1.40 1.34|  0 1.0   0|   0     0 |mysqld               1941  16%   0    0 |python2              2741   37k 472B0.5%|mysqld       211M|   0     0 |  15   33    0  130    0
