-- Logs begin at Wed 2020-04-01 15:53:54 UTC, end at Wed 2020-04-01 17:21:49 UTC. --
Apr 01 16:34:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 16:34:14 ubuntu dstat.sh[1989]: [286B blob data]
Apr 01 16:34:14 ubuntu dstat.sh[1989]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 16:40:47 ubuntu dstat.sh[1989]: 01-04 16:40:47| 42  10  45   0   3| 777M  196M  102M 2777M|4238B 2160B|   0   152k|   0  9.00 |1296  2666 |1.73 1.84 1.56|1.0   0  71|   0     0 |openstack            8939  16%2052k   0 |bash                 3519   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  193    0
Apr 01 16:40:48 ubuntu dstat.sh[1989]: 01-04 16:40:48| 45   6  15  31   1| 800M  172M  102M 2777M|4171B 2160B|   0  1488k|   0   104 | 941   994 |1.73 1.84 1.56|1.0   0 5.0|   0     0 |openstack            8939  50%5723k  38k|openstack            8939 5723k  38k 50%|mysqld       205M|   0     0 |  16   29    0  192    0
Apr 01 16:40:49 ubuntu dstat.sh[1989]: 01-04 16:40:49| 47   6  27  18   1| 814M  159M  102M 2777M|4066B 2160B|   0  4148k|   0  71.0 |1031  2191 |1.73 1.84 1.56|1.0   0   0|   0     0 |openstack            8939  31%3468k   0 |openstack            8939 3468k   0  31%|mysqld       205M|   0     0 |  16   31    0  198    0
Apr 01 16:40:50 ubuntu dstat.sh[1989]: 01-04 16:40:50| 44  11  44   0   2| 765M  207M  102M 2777M|4254B 2106B|   0     0 |   0     0 |1469  3308 |1.73 1.84 1.56|1.0   0  82|   0     0 |uwsgi                4276  15%4834B  18k|bash                 3519   11M  47k0.5%|mysqld       205M|   0     0 |  16   29    0  200    0
Apr 01 16:40:51 ubuntu dstat.sh[1989]: 01-04 16:40:51| 40  12  45   1   1| 791M  181M  102M 2777M|3957B 2052B|   0    52k|   0  4.00 | 896  1390 |1.73 1.84 1.56|1.0 1.0  70|   0     0 |openstack            9095  42%5721k  38k|openstack            9095 5721k  38k 42%|mysqld       205M|   0     0 |  16   29    0  200    0
Apr 01 16:40:52 ubuntu dstat.sh[1989]: 01-04 16:40:52| 48   4  46   0   1| 810M  162M  102M 2777M|6451B 2106B|   0    12k|   0  2.00 | 711   941 |1.67 1.82 1.56|1.0   0   0|   0     0 |openstack            9095  50%5402k   0 |openstack            9095 5402k   0  50%|mysqld       205M|   0     0 |  16   29    0  191    0
Apr 01 16:40:53 ubuntu dstat.sh[1989]: 01-04 16:40:53| 39  16  41   2   1| 773M  199M  102M 2777M|8414B 2160B|   0    92k|   0  9.00 |1235  2652 |1.67 1.82 1.56|1.0   0 148|   0     0 |uwsgi                4276  10%3719B  11k|bash                 3519   11M  44k0.5%|mysqld       205M|   0     0 |  16   29    0  197    0
Apr 01 16:40:54 ubuntu dstat.sh[1989]: 01-04 16:40:54| 46   6  44   2   1| 796M  176M  102M 2777M|5695B 1986B|   0    92k|   0  6.00 | 672   885 |1.67 1.82 1.56|1.0   0 1.0|   0     0 |openstack            9244  50%5602k  38k|openstack            9244 5602k  38k 50%|mysqld       205M|   0     0 |  16   29    0  192    0
Apr 01 16:40:55 ubuntu dstat.sh[1989]: 01-04 16:40:55| 47   6  39   8   1| 814M  159M  102M 2777M|4721B 2160B|   0   404k|   0  20.0 | 717   983 |1.67 1.82 1.56|1.0   0   0|   0     0 |openstack            9244  48%4385k   0 |openstack            9244 4385k   0  48%|mysqld       205M|   0     0 |  16   31    0  193    0
Apr 01 16:40:56 ubuntu dstat.sh[1989]: 01-04 16:40:56| 49   5  45   0   0| 814M  158M  102M 2777M|3439B 1944B|   0   216k|   0  1.00 |1375  3282 |1.67 1.82 1.56|1.0   0   0|   0     0 |uwsgi                4273  22%8439B  28k|python2              2257   48k 450B0.5%|mysqld       205M|   0     0 |  16   29    0  203    0
Apr 01 16:40:57 ubuntu dstat.sh[1989]: 01-04 16:40:57| 44   8  48   0   1| 788M  184M  102M 2777M|4257B 2160B|   0     0 |   0     0 | 708  1181 |1.61 1.81 1.55|1.0   0  22|   0     0 |openstack            9266  38%5456k  38k|bash                 3519   11M  43k  0%|mysqld       205M|   0     0 |  16   29    0  203    0
Apr 01 16:40:58 ubuntu dstat.sh[1989]: 01-04 16:40:58| 46   7  47   0   1| 808M  164M  102M 2777M|4002B 1986B|   0    76k|   0  6.00 | 753   999 |1.61 1.81 1.55|1.0   0 2.0|   0     0 |openstack            9266  50%5354k   0 |openstack            9266 5354k   0  50%|mysqld       205M|   0     0 |  16   29    0  202    0
Apr 01 16:40:59 ubuntu dstat.sh[1989]: 01-04 16:40:59| 44   5  45   0   6| 812M  160M  102M 2777M|4897B 2160B|   0     0 |   0     0 |1443  3096 |1.61 1.81 1.55|1.0   0   0|   0     0 |uwsgi                4273  20%7005B  23k|openstack            9266  425k   0 9.0%|mysqld       205M|   0     0 |  16   31    0  214    0
Apr 01 16:41:00 ubuntu dstat.sh[1989]: 01-04 16:41:00| 43  10  43   1   3| 779M  192M  102M 2777M|4670B 2160B|   0    76k|   0  9.00 |1033  1861 |1.61 1.81 1.55|1.0   0  71|   0     0 |openstack            9340  27%2597k   0 |bash                 3519   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  207    0
Apr 01 16:41:01 ubuntu dstat.sh[1989]: 01-04 16:41:01| 48   4  48   0   1| 804M  168M  102M 2777M|7119B 1944B|   0     0 |   0     0 | 665   811 |1.61 1.81 1.55|1.0   0 1.0|   0     0 |openstack            9340  50%6247k  38k|openstack            9340 6247k  38k 50%|mysqld       205M|   0     0 |  16   29    0  207    0
Apr 01 16:41:02 ubuntu dstat.sh[1989]: 01-04 16:41:02| 44   6  41   3   6| 815M  157M  102M 2777M|8263B 2160B|   0   208k|   0  16.0 | 980  1796 |1.56 1.80 1.55|1.0   0   0|   0     0 |openstack            9340  27%2400k   0 |openstack            9340 2400k   0  27%|mysqld       205M|   0     0 |  16   31    0  206    0
Apr 01 16:41:03 ubuntu dstat.sh[1989]: 01-04 16:41:03| 39  12  42   0   7| 766M  205M  102M 2778M|5836B 2160B|   0     0 |   0     0 |1462  2959 |1.56 1.80 1.55|1.0   0  85|   0     0 |uwsgi                4276  15%4846B  17k|bash                 3519   11M  46k0.5%|mysqld       205M|   0     0 |  16   29    0  214    0
Apr 01 16:41:04 ubuntu dstat.sh[1989]: 01-04 16:41:04| 43  11  45   0   0| 793M  179M  102M 2778M|  16k 1944B|   0     0 |   0     0 | 850  1524 |1.56 1.80 1.55|1.0   0 100|   0     0 |openstack            9525  42%5721k  38k|openstack            9525 5721k  38k 42%|mysqld       205M|   0     0 |  16   29    0  205    0
Apr 01 16:41:05 ubuntu dstat.sh[1989]: 01-04 16:41:05| 47   6  45   2   0| 814M  158M  102M 2778M|6333B 2160B|   0    68k|   0  6.00 | 630   863 |1.56 1.80 1.55|1.0   0   0|   0     0 |openstack            9525  50%5520k   0 |openstack            9525 5520k   0  50%|mysqld       205M|   0     0 |  16   31    0  206    0
Apr 01 16:41:06 ubuntu dstat.sh[1989]: 01-04 16:41:06| 47   6  39   5   2| 815M  157M  102M 2778M|5099B 1944B|   0  8024k|   0  19.0 |1355  3144 |1.56 1.80 1.55|1.0 1.0   0|   0     0 |uwsgi                4273  21%7981B  26k|python2              2257   50k 468B0.5%|mysqld       205M|   0     0 |  16   31    0  218    0
Apr 01 16:41:07 ubuntu dstat.sh[1989]: 01-04 16:41:07| 44   8  23  23   1| 784M  187M  102M 2778M|5924B 2160B|   0  2524k|   0   106 |1090  1389 |1.60 1.80 1.55|2.0   0  22|   0     0 |openstack            9547  35%4345k  38k|bash                 3519   11M  43k  0%|mysqld       205M|   0     0 |  16   29    0  220    0
Apr 01 16:41:08 ubuntu dstat.sh[1989]: 01-04 16:41:08| 48   5  46   0   0| 807M  164M  102M 2778M|4305B 1944B|   0     0 |   0     0 | 654   851 |1.60 1.80 1.55|1.0   0 2.0|   0     0 |openstack            9547  49%5910k   0 |openstack            9547 5910k   0  49%|mysqld       205M|   0     0 |  16   29    0  211    0
Apr 01 16:41:09 ubuntu dstat.sh[1989]: 01-04 16:41:09| 47   5  46   0   2| 812M  159M  102M 2778M|3680B 2160B|   0     0 |   0     0 |1255  2582 |1.60 1.80 1.55|1.0   0   0|   0     0 |uwsgi                4273  17%5886B  19k|openstack            9547  980k   0  15%|mysqld       205M|   0     0 |  16   31    0  222    0
Apr 01 16:41:10 ubuntu dstat.sh[1989]: 01-04 16:41:10| 44   9  44   2   1| 779M  192M  102M 2778M|6284B 1944B|   0    80k|   0  3.00 |1040  2040 |1.60 1.80 1.55|1.0   0  71|   0     0 |openstack            9621  23%2434k   0 |bash                 3519   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  217    0
Apr 01 16:41:11 ubuntu dstat.sh[1989]: 01-04 16:41:11| 47   5  47   0   1| 804M  167M  102M 2778M|3992B 1944B|   0     0 |   0     0 | 639   806 |1.60 1.80 1.55|1.0   0 1.0|   0     0 |openstack            9621  50%6410k  38k|openstack            9621 6410k  38k 50%|mysqld       205M|   0     0 |  16   29    0  217    0
Apr 01 16:41:12 ubuntu dstat.sh[1989]: 01-04 16:41:12| 46   7  41   4   2| 815M  157M  102M 2778M|6085B 2160B|   0   196k|   0  15.0 |1078  1997 |1.55 1.79 1.55|1.0   0   0|   0     0 |openstack            9621  23%2400k   0 |openstack            9621 2400k   0  23%|mysqld       205M|   0     0 |  16   31    0  216    0
Apr 01 16:41:13 ubuntu dstat.sh[1989]: 01-04 16:41:13| 40  14  45   0   1| 773M  198M  102M 2778M|4939B 2160B|   0     0 |   0     0 |1442  2920 |1.55 1.79 1.55|1.0   0 100|   0     0 |uwsgi                4276  13%3671B  16k|bash                 3519   11M  46k0.5%|mysqld       205M|   0     0 |  16   29    0  223    0
Apr 01 16:41:14 ubuntu dstat.sh[1989]: 01-04 16:41:14| 48   5  44   2   0| 800M  171M  102M 2778M|4175B 2160B|   0    68k|   0  6.00 | 663   864 |1.55 1.79 1.55|1.0   0 1.0|   0     0 |openstack            9722  50%6412k  38k|openstack            9722 6412k  38k 50%|mysqld       205M|   0     0 |  16   29    0  223    0
Apr 01 16:41:15 ubuntu dstat.sh[1989]: 01-04 16:41:15| 46   5  47   0   1| 814M  157M  102M 2778M|4017B 1944B|   0     0 |   0     0 | 883  1313 |1.55 1.79 1.55|1.0   0   0|   0     0 |openstack            9722  41%3469k   0 |openstack            9722 3469k   0  41%|mysqld       205M|   0     0 |  16   31    0  227    0
Apr 01 16:41:16 ubuntu dstat.sh[1989]: 01-04 16:41:16| 43  11  45   0   1| 786M  185M  102M 2778M|3632B 2160B|   0     0 |   0     0 | 897  1392 |1.55 1.79 1.55|1.0   0  52|   0     0 |openstack            9774  32%4321k  38k|bash                 9679   11M  41k  0%|mysqld       205M|   0     0 |  16   29    0  220    0
Apr 01 16:41:17 ubuntu dstat.sh[1989]: 01-04 16:41:17| 47   5  46   0   1| 809M  162M  102M 2778M|6490B 1944B|   0     0 |   0     0 | 721   843 |1.59 1.79 1.55|1.0   0   0|   0     0 |openstack            9774  50%5934k   0 |openstack            9774 5934k   0  50%|mysqld       205M|   0     0 |  16   29    0  220    0
Apr 01 16:41:18 ubuntu dstat.sh[1989]: 01-04 16:41:18| 38  17  45   0   1| 768M  203M  102M 2778M|3715B 2202B|   0   252k|   0  12.0 | 950  1812 |1.59 1.79 1.55|1.0   0  70|   0     0 |mysqld               1260  16%   0    0 |bash                 3519   22M  82k0.5%|mysqld       205M|   0     0 |  16   29    0  217    0
Apr 01 16:41:19 ubuntu dstat.sh[1989]: 01-04 16:41:19| 45   7  48   0   1| 797M  174M  102M 2778M|3253B 2160B|   0     0 |   0     0 | 672   883 |1.59 1.79 1.55|1.0   0  14|   0     0 |openstack            9858  48%6807k  38k|openstack            9858 6807k  38k 48%|mysqld       205M|   0     0 |  16   29    0  216    0
Apr 01 16:41:20 ubuntu dstat.sh[1989]: 01-04 16:41:20| 47   5  39   8   1| 813M  157M  102M 2778M|5065B 2106B|   0   372k|   0  20.0 | 603   809 |1.59 1.79 1.55|2.0   0   0|   0     0 |openstack            9858  49%4376k   0 |openstack            9858 4376k   0  49%|mysqld       205M|   0     0 |  16   29    0  216    0
Apr 01 16:41:21 ubuntu dstat.sh[1989]: 01-04 16:41:21| 42  10  43   1   4| 776M  195M  102M 2778M|3434B 1998B|   0    72k|   0  6.00 |1023  2089 |1.59 1.79 1.55|2.0   0  64|   0     0 |uwsgi                4276  11%4707B  16k|bash                 9802   11M  41k  0%|mysqld       205M|   0     0 |  16   29    0  215    0
Apr 01 16:41:22 ubuntu dstat.sh[1989]: 01-04 16:41:22| 47   5  47   0   1| 801M  170M  102M 2778M|4616B 2160B|   0     0 |   0     0 | 643   825 |1.54 1.78 1.55|1.0   0 1.0|   0     0 |openstack            9923  50%6108k  38k|openstack            9923 6108k  38k 50%|mysqld       205M|   0     0 |  16   29    0  215    0
Apr 01 16:41:23 ubuntu dstat.sh[1989]: 01-04 16:41:23| 47   4  46   0   2| 815M  156M  102M 2778M|4098B 1782B|   0     0 |   0     0 | 785  1241 |1.54 1.78 1.55|1.0   0   0|   0     0 |openstack            9923  37%3473k   0 |openstack            9923 3473k   0  37%|mysqld       205M|   0     0 |  16   31    0  217    0
Apr 01 16:41:24 ubuntu dstat.sh[1989]: 01-04 16:41:24| 38  12  45   1   3| 779M  192M  102M 2778M|6408B 2322B|   0    48k|   0  3.00 | 912  1605 |1.54 1.78 1.55|2.0   0  93|   0     0 |openstack            10017 23%2352k   0 |bash                 3519   22M  84k0.5%|mysqld       205M|   0     0 |  16   29    0  219    0
Apr 01 16:41:25 ubuntu dstat.sh[1989]: 01-04 16:41:25| 47   5  48   0   1| 802M  168M  102M 2778M|9179B 2202B|   0     0 |   0     0 | 583   772 |1.54 1.78 1.55|1.0   0 1.0|   0     0 |openstack            10017 50%6051k  38k|openstack            100176051k  38k 50%|mysqld       205M|   0     0 |  16   29    0  213    0
Apr 01 16:41:26 ubuntu dstat.sh[1989]: 01-04 16:41:26| 46   6  43   2   3| 768M  203M  102M 2778M|5108B 1944B|   0   248k|   0  15.0 | 827  1355 |1.54 1.78 1.55|1.0   0  14|   0     0 |uwsgi                4273 7.0%2658B8856B|bash                 9961   11M  41k0.5%|mysqld       205M|   0     0 |  16   29    0  218    0
Apr 01 16:41:27 ubuntu dstat.sh[1989]: 01-04 16:41:27| 27  24  41   2   6| 778M  192M  102M 2779M|3747B 1944B|   0  8032k|   0  21.0 |1299  2840 |1.50 1.76 1.54|1.0   0 277|   0     0 |openstack            10309 18%2052k   0 |bash                 3519   11M  57k4.5%|mysqld       205M|   0     0 |  16   29    0  211    0
Apr 01 16:41:28 ubuntu dstat.sh[1989]: 01-04 16:41:28| 46   7  43   2   2| 802M  169M  102M 2779M|5092B 2052B|   0   328k|   0  7.00 | 636   830 |1.50 1.76 1.54|1.0   0 3.0|   0     0 |openstack            10309 50%5879k  38k|openstack            103095879k  38k 50%|mysqld       205M|   0     0 |  16   29    0  211    0
Apr 01 16:41:29 ubuntu dstat.sh[1989]: 01-04 16:41:29| 42   5  46   5   1| 815M  155M  102M 2779M|4374B 2052B|   0   108k|   0  13.0 | 716  1412 |1.50 1.76 1.54|1.0   0   0|   0     0 |openstack            10309 28%3318k   0 |openstack            103093318k   0  28%|mysqld       205M|   0     0 |  16   31    0  206    0
Apr 01 16:41:30 ubuntu dstat.sh[1989]: 01-04 16:41:30| 34  17  44   1   3| 783M  187M  102M 2779M|4653B 2160B|   0   132k|   0  11.0 | 914  1955 |1.50 1.76 1.54|1.0   0 149|   0     0 |openstack            10460 25%3056k  38k|bash                 3519   11M  44k  0%|mysqld       205M|   0     0 |  16   29    0  207    0
Apr 01 16:41:31 ubuntu dstat.sh[1989]: 01-04 16:41:31| 48   4  39   8   1| 808M  163M  102M 2779M|3842B 1944B|   0  1044k|   0  36.0 | 615   866 |1.50 1.76 1.54|1.0   0   0|   0     0 |openstack            10460 50%6476k   0 |openstack            104606476k   0  50%|mysqld       205M|   0     0 |  16   29    0  207    0
Apr 01 16:41:32 ubuntu dstat.sh[1989]: 01-04 16:41:32| 43   7  45   0   4| 816M  154M  102M 2779M|6404B 2254B|   0     0 |   0     0 |1043  1894 |1.46 1.75 1.54|1.0   0   0|   0     0 |openstack            10460 21%1711k   0 |openstack            104601711k   0  21%|mysqld       205M|   0     0 |  16   31    0  215    0
Apr 01 16:41:33 ubuntu dstat.sh[1989]: 01-04 16:41:33| 45   7  45   0   4| 777M  193M  102M 2779M|4687B 2160B|   0    12k|   0  2.00 |1228  2375 |1.46 1.75 1.54|1.0   0  21|   0     0 |openstack            10482 13%1960k   0 |bash                 3519   11M  43k1.0%|mysqld       205M|   0     0 |  16   29    0  213    0
Apr 01 16:41:34 ubuntu dstat.sh[1989]: 01-04 16:41:34| 47   5  40   8   1| 801M  169M  102M 2779M|4484B 1944B|   0    80k|   0  6.00 | 546   841 |1.46 1.75 1.54|1.0   0 1.0|   0     0 |openstack            10482 49%5816k  38k|openstack            104825816k  38k 49%|mysqld       205M|   0     0 |  16   29    0  213    0
Apr 01 16:41:35 ubuntu dstat.sh[1989]: 01-04 16:41:35| 45   6  46   0   3| 814M  156M  102M 2779M|3763B 2160B|   0     0 |   0     0 | 911  1638 |1.46 1.75 1.54|1.0   0   0|   0     0 |openstack            10482 32%3460k   0 |openstack            104823460k   0  32%|mysqld       205M|   0     0 |  16   31    0  212    0
Apr 01 16:41:36 ubuntu dstat.sh[1989]: 01-04 16:41:36| 47   9  42   0   2| 776M  194M  102M 2779M|3612B 1944B|   0    72k|   0  6.00 |1301  2710 |1.46 1.75 1.54|2.0   0  71|   0     0 |uwsgi                4273  15%3736B  15k|bash                 3519   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  219    0
Apr 01 16:41:37 ubuntu dstat.sh[1989]: 01-04 16:41:37| 45   6  47   0   1| 803M  167M  102M 2779M|4825B 2160B|   0     0 |   0     0 | 689   973 |1.42 1.74 1.54|1.0   0 1.0|   0     0 |openstack            10554 49%6559k  38k|openstack            105546559k  38k 49%|mysqld       205M|   0     0 |  16   29    0  212    0
Apr 01 16:41:38 ubuntu dstat.sh[1989]: 01-04 16:41:38| 47   6  29  17   1| 816M  154M  103M 2779M|3411B 1944B|   0  2820k|   0   101 |1063  1468 |1.42 1.74 1.54|2.0   0 2.0|   0     0 |openstack            10554 40%3468k   0 |openstack            105543468k   0  40%|mysqld       205M|   0     0 |  16   29    0  217    0
Apr 01 16:41:39 ubuntu dstat.sh[1989]: 01-04 16:41:39| 49   5  45   0   1| 816M  154M  103M 2779M|4914B 2160B|   0     0 |   0     0 |1383  2787 |1.42 1.74 1.54|2.0   0   0|   0     0 |uwsgi                4276  20%7100B  25k|python2              2257   51k 456B  0%|mysqld       205M|   0     0 |  16   29    0  225    0
Apr 01 16:41:40 ubuntu dstat.sh[1989]: 01-04 16:41:40| 41  13  46   0   0| 793M  177M  103M 2779M|4288B 2160B|   0     0 |   0     0 |1009  1646 |1.42 1.74 1.54|2.0   0 105|   0     0 |openstack            10661 38%5456k  38k|bash                 3519   11M  46k  0%|mysqld       205M|   0     0 |  16   29    0  225    0
Apr 01 16:41:41 ubuntu dstat.sh[1989]: 01-04 16:41:41| 47   5  44   4   1| 811M  159M  103M 2779M|4376B 1944B|   0    84k|   0  6.00 | 704   819 |1.42 1.74 1.54|2.0   0   0|   0     0 |openstack            10661 49%5053k   0 |openstack            106615053k   0  49%|mysqld       205M|   0     0 |  16   29    0  219    0
Apr 01 16:41:42 ubuntu dstat.sh[1989]: 01-04 16:41:42| 43   9  46   1   2| 779M  191M  103M 2779M|8116B 2160B|   0    68k|   0  6.00 |1007  1770 |1.31 1.71 1.53|2.0   0  51|   0     0 |openstack            10713 12%1923k   0 |bash                 10618  11M  41k0.5%|mysqld       205M|   0     0 |  16   29    0  225    0
Apr 01 16:41:43 ubuntu dstat.sh[1989]: 01-04 16:41:43| 45   7  47   0   1| 802M  167M  103M 2779M|4356B 2160B|   0     0 |   0     0 | 556   874 |1.31 1.71 1.53|2.0   0 1.0|   0     0 |openstack            10713 49%5852k  38k|openstack            107135852k  38k 49%|mysqld       205M|   0     0 |  16   29    0  218    0
Apr 01 16:41:44 ubuntu dstat.sh[1989]: 01-04 16:41:44| 43   5  43   8   0| 816M  154M  103M 2779M|4550B 2160B|   0   164k|   0  30.0 | 824  1245 |1.31 1.71 1.53|1.0   0   0|   0     0 |openstack            10713 39%3469k  33B|openstack            107133469k  33B 39%|mysqld       205M|   0     0 |  16   29    0  222    0
Apr 01 16:41:45 ubuntu dstat.sh[1989]: 01-04 16:41:45| 41  12  47   0   1| 791M  179M  103M 2779M|4269B 2160B|   0     0 |   0     0 | 777  1398 |1.31 1.71 1.53|1.0   0  82|   0     0 |openstack            10795 36%4888k  38k|bash                 3519   22M  82k1.0%|mysqld       205M|   0     0 |  16   29    0  214    0
Apr 01 16:41:46 ubuntu dstat.sh[1989]: 01-04 16:41:46| 48   5  46   2   0| 811M  158M  103M 2779M|3116B 1944B|   0   124k|   0  8.00 | 639   875 |1.31 1.71 1.53|1.0 1.0   0|   0     0 |openstack            10795 50%5603k   0 |openstack            107955603k   0  50%|mysqld       205M|   0     0 |  16   29    0  214    0
Apr 01 16:41:47 ubuntu dstat.sh[1989]: 01-04 16:41:47| 44   9  45   0   2| 773M  197M  103M 2779M|4527B 1944B|   0  8076k|   0  25.0 |1106  2271 |1.20 1.68 1.52|1.0   0  65|   0     0 |uwsgi                4276  11%4717B  16k|bash                 10739  11M  41k  0%|mysqld       205M|   0     0 |  16   29    0  208    0
Apr 01 16:41:48 ubuntu dstat.sh[1989]: 01-04 16:41:48| 47   5  47   0   0| 800M  170M  103M 2779M|4357B 2160B|   0     0 |   0     0 | 733   905 |1.20 1.68 1.52|2.0   0 3.0|   0     0 |openstack            10861 49%6508k  38k|openstack            108616508k  38k 49%|mysqld       205M|   0     0 |  16   29    0  208    0
Apr 01 16:41:49 ubuntu dstat.sh[1989]: 01-04 16:41:49| 49   3  44   3   0| 816M  153M  103M 2779M|9121B 2160B|   0   164k|   0  9.00 | 853  1208 |1.20 1.68 1.52|1.0   0   0|   0     0 |openstack            10861 43%4088k   0 |openstack            108614088k   0  43%|mysqld       205M|   0     0 |  16   31    0  209    0
Apr 01 16:41:50 ubuntu dstat.sh[1989]: 01-04 16:41:50| 34  18  43   1   4| 776M  193M  103M 2780M|4977B 1944B|   0    88k|   0  6.00 |1360  2744 |1.20 1.68 1.52|1.0   0 168|   0     0 |openstack            110329.0%1447k   0 |bash                 3519   22M  89k2.0%|mysqld       205M|   0     0 |  16   29    0  213    0
Apr 01 16:41:51 ubuntu dstat.sh[1989]: 01-04 16:41:51| 46   6  46   1   1| 800M  169M  103M 2780M|5629B 2160B|   0    92k|   0  6.00 | 679   939 |1.20 1.68 1.52|1.0   0 1.0|   0     0 |openstack            11032 49%6328k  38k|openstack            110326328k  38k 49%|mysqld       205M|   0     0 |  16   29    0  200    0
Apr 01 16:41:52 ubuntu dstat.sh[1989]: 01-04 16:41:52| 48   4  44   2   1| 817M  152M  103M 2780M|4438B 1944B|   0   372k|   0  18.0 | 663  1172 |1.18 1.67 1.52|1.0   0   0|   0     0 |openstack            11032 43%3474k   0 |openstack            110323474k   0  43%|mysqld       205M|   0     0 |  16   31    0  203    0
Apr 01 16:41:53 ubuntu dstat.sh[1989]: 01-04 16:41:53| 40   9  46   2   3| 782M  187M  103M 2780M|5873B 1944B|  32k   48k|2.00  3.00 | 972  1905 |1.18 1.67 1.52|2.0   0  88|   0     0 |openstack            11121 18%2052k   0 |bash                 3519   11M  43k0.5%|mysqld       205M|   0     0 |  16   29    0  200    0
Apr 01 16:41:54 ubuntu dstat.sh[1989]: 01-04 16:41:54| 47   5  47   0   1| 805M  164M  103M 2780M|7640B 2202B|   0     0 |   0     0 | 743   834 |1.18 1.67 1.52|1.0   0 1.0|   0     0 |openstack            11121 49%5804k  38k|openstack            111215804k  38k 49%|mysqld       205M|   0     0 |  16   29    0  200    0
Apr 01 16:41:55 ubuntu dstat.sh[1989]: 01-04 16:41:55| 43   6  41   4   6| 819M  151M  103M 2780M|5074B 1944B|   0   244k|   0  17.0 | 879  1631 |1.18 1.67 1.52|1.0   0   0|   0     0 |openstack            11121 32%3393k  33B|openstack            111213393k  33B 32%|mysqld       205M|   0     0 |  16   29    0  206    0
Apr 01 16:41:56 ubuntu dstat.sh[1989]: 01-04 16:41:56| 36  16  40   3   4| 787M  182M  103M 2780M|5752B 2160B|   0   152k|   0  12.0 | 926  1861 |1.18 1.67 1.52|1.0   0 149|   0     0 |openstack            11270 29%3553k  38k|bash                 3519   11M  44k0.5%|mysqld       205M|   0     0 |  16   29    0  206    0
Apr 01 16:41:57 ubuntu dstat.sh[1989]: 01-04 16:41:57| 47   5  44   3   0| 813M  157M  103M 2780M|6608B 1986B|   0   416k|   0  20.0 | 672   817 |1.41 1.71 1.53|1.0   0   0|   0     0 |openstack            11270 50%6442k   0 |openstack            112706442k   0  50%|mysqld       205M|   0     0 |  16   29    0  191    0
Apr 01 16:41:58 ubuntu dstat.sh[1989]: 01-04 16:41:58| 49   5  46   0   1| 820M  149M  103M 2780M|5332B 2160B|   0     0 |   0     0 |1122  2474 |1.41 1.71 1.53|1.0   0 2.0|   0     0 |openstack            11270 19%1248k   0 |openstack            112701248k   0  19%|mysqld       205M|   0     0 |  16   31    0  201    0
Apr 01 16:41:59 ubuntu dstat.sh[1989]: 01-04 16:41:59| 46   7  46   0   1| 781M  188M  103M 2780M|6099B 1944B|   0   220k|   0  1.00 |1082  2004 |1.41 1.71 1.53|2.0   0  21|   0     0 |openstack            11294 23%2413k   0 |bash                 3519   11M  43k0.5%|mysqld       205M|   0     0 |  16   29    0  195    0
Apr 01 16:42:00 ubuntu dstat.sh[1989]: 01-04 16:42:00| 47   4  47   0   1| 806M  163M  103M 2780M|6305B 2160B|   0    76k|   0  6.00 | 699   842 |1.41 1.71 1.53|2.0   0 1.0|   0     0 |openstack            11294 49%6116k  38k|openstack            112946116k  38k 49%|mysqld       205M|   0     0 |  16   29    0  195    0
Apr 01 16:42:01 ubuntu dstat.sh[1989]: 01-04 16:42:01| 47   6  47   0   1| 818M  151M  103M 2780M|5159B 2160B|   0     0 |   0     0 |1060  2098 |1.41 1.71 1.53|1.0   0   0|   0     0 |openstack            11294 26%2705k   0 |openstack            112942705k   0  26%|mysqld       205M|   0     0 |  16   31    0  200    0
Apr 01 16:42:02 ubuntu dstat.sh[1989]: 01-04 16:42:02| 42   7  44   4   3| 778M  190M  103M 2780M|3084B 2014B|   0    56k|   0  3.00 |1242  2711 |1.38 1.69 1.53|1.0   0  71|   0     0 |uwsgi                4273  15%3470B  13k|bash                 3519   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  206    0
Apr 01 16:42:03 ubuntu dstat.sh[1989]: 01-04 16:42:03| 45   7  47   0   1| 804M  165M  103M 2780M|5964B 2160B|   0     0 |   0     0 | 611   844 |1.38 1.69 1.53|3.0   0 1.0|   0     0 |openstack            11366 49%6267k  38k|openstack            113666267k  38k 49%|mysqld       205M|   0     0 |  16   29    0  206    0
Apr 01 16:42:04 ubuntu dstat.sh[1989]: 01-04 16:42:04| 46   4  44   1   4| 820M  149M  103M 2780M|3791B 1836B|   0   228k|   0  16.0 | 667   955 |1.38 1.69 1.53|1.0   0   0|   0     0 |openstack            11366 44%4109k   0 |openstack            113664109k   0  44%|mysqld       205M|   0     0 |  16   31    0  192    0
