-- Logs begin at Wed 2020-04-01 01:10:47 UTC, end at Wed 2020-04-01 02:40:31 UTC. --
Apr 01 01:51:44 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 01:51:45 ubuntu dstat.sh[1374]: [286B blob data]
Apr 01 01:51:45 ubuntu dstat.sh[1374]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 01:54:36 ubuntu dstat.sh[1374]: 01-04 01:54:36| 45   6  41   6   1| 804M  247M  102M 2704M|3529B 1944B|   0   340k|   0  20.0 | 635   805 |2.04 1.69 1.41|1.0   0   0|   0     0 |openstack            5406  50%5008k   0 |openstack            5406 5008k   0  50%|mysqld       205M|   0     0 |  16   29    0  120    0
Apr 01 01:54:37 ubuntu dstat.sh[1374]: 01-04 01:54:37| 41   6  40   5   8| 813M  238M  103M 2704M|5394B 2160B|   0    72k|   0  6.00 | 878  1767 |1.96 1.68 1.41|1.0   0   0|   0     0 |openstack            5406  23%2067k   0 |openstack            5406 2067k   0  23%|mysqld       205M|   0     0 |  16   31    0  127    0
Apr 01 01:54:38 ubuntu dstat.sh[1374]: 01-04 01:54:38| 31  16  40   0  12| 776M  274M  103M 2704M|4634B 1944B|   0     0 |   0     0 | 915  1959 |1.96 1.68 1.41|1.0   0 168|   0     0 |openstack            5575  18%2054k   0 |bash                 3662   11M  48k1.0%|mysqld       205M|   0     0 |  16   29    0  128    0
Apr 01 01:54:39 ubuntu dstat.sh[1374]: 01-04 01:54:39| 46   4  45   0   5| 800M  251M  103M 2704M|4335B 2160B|   0     0 |   0     0 | 564   730 |1.96 1.68 1.41|1.0   0 1.0|   0     0 |openstack            5575  49%5815k  38k|openstack            5575 5815k  38k 49%|mysqld       205M|   0     0 |  16   29    0  128    0
Apr 01 01:54:40 ubuntu dstat.sh[1374]: 01-04 01:54:40| 46   6  47   0   3| 813M  237M  103M 2704M|7779B 1944B|   0   292k|   0  2.00 | 876  1841 |1.96 1.68 1.41|1.0   0   0|   0     0 |openstack            5575  29%3381k   0 |openstack            5575 3381k   0  29%|mysqld       205M|   0     0 |  16   29    0  137    0
Apr 01 01:54:41 ubuntu dstat.sh[1374]: 01-04 01:54:41| 46   6  46   0   2| 788M  262M  103M 2704M|  12k 1998B|   0     0 |   0     0 | 844  1013 |1.96 1.68 1.41|1.0   0  22|   0     0 |openstack            5597  40%5461k  38k|bash                 3662   11M  43k  0%|mysqld       205M|   0     0 |  16   29    0  137    0
Apr 01 01:54:42 ubuntu dstat.sh[1374]: 01-04 01:54:42| 47   5  45   3   1| 809M  242M  103M 2704M|5769B 2052B|   0    48k|   0  2.00 | 658   685 |1.88 1.67 1.41|1.0   0   0|   0     0 |openstack            5597  50%5480k   0 |openstack            5597 5480k   0  50%|mysqld       205M|   0     0 |  16   29    0  137    0
Apr 01 01:54:43 ubuntu dstat.sh[1374]: 01-04 01:54:43| 43   9  44   3   2| 775M  275M  103M 2704M|5431B 1998B|   0    48k|   0  3.00 |1063  2341 |1.88 1.67 1.41|1.0   0  73|   0     0 |uwsgi                3630  10%5137B  15k|bash                 3662   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  142    0
Apr 01 01:54:44 ubuntu dstat.sh[1374]: 01-04 01:54:44| 46   6  47   0   1| 798M  253M  103M 2704M|5578B 1944B|   0     0 |   0     0 | 680   784 |1.88 1.67 1.41|1.0   0 1.0|   0     0 |openstack            5671  50%6046k  38k|openstack            5671 6046k  38k 50%|mysqld       205M|   0     0 |  16   29    0  142    0
Apr 01 01:54:45 ubuntu dstat.sh[1374]: 01-04 01:54:45| 50   7  34   8   1| 814M  236M  103M 2704M|6244B 2160B|   0   224k|   0  33.0 | 788  1012 |1.88 1.67 1.41|1.0   0   0|   0     0 |openstack            5671  47%3734k   0 |openstack            5671 3734k   0  47%|mysqld       205M|   0     0 |  16   31    0  141    0
Apr 01 01:54:46 ubuntu dstat.sh[1374]: 01-04 01:54:46| 39  14  42   0   6| 768M  282M  103M 2704M|4266B 1944B|   0     0 |   0     0 |1414  3200 |1.88 1.67 1.41|1.0   0 168|   0     0 |uwsgi                3631  11%5195B  17k|bash                 3662   11M  48k0.5%|mysqld       205M|   0     0 |  16   29    0  149    0
Apr 01 01:54:47 ubuntu dstat.sh[1374]: 01-04 01:54:47| 48   5  45   2   1| 798M  252M  103M 2704M|4245B 2160B|   0    64k|   0  6.00 | 709   847 |1.81 1.66 1.41|1.0   0 1.0|   0     0 |openstack            5840  49%7202k  38k|openstack            5840 7202k  38k 49%|mysqld       205M|   0     0 |  16   29    0  149    0
Apr 01 01:54:48 ubuntu dstat.sh[1374]: 01-04 01:54:48| 48   5  40   7   1| 814M  236M  103M 2704M|4547B 2160B|   0   360k|   0  21.0 | 896  1363 |1.81 1.66 1.41|2.0   0   0|   0     0 |openstack            5840  42%3737k   0 |openstack            5840 3737k   0  42%|mysqld       205M|   0     0 |  16   31    0  150    0
Apr 01 01:54:49 ubuntu dstat.sh[1374]: 01-04 01:54:49| 45   7  47   0   1| 778M  272M  103M 2705M|5509B 2160B|   0     0 |   0     0 | 964  1769 |1.81 1.66 1.41|1.0   0  22|   0     0 |openstack            5862  25%2949k  38k|bash                 3662   11M  43k0.5%|mysqld       205M|   0     0 |  16   29    0  155    0
Apr 01 01:54:50 ubuntu dstat.sh[1374]: 01-04 01:54:50| 48   4  46   2   1| 802M  249M  103M 2705M|5690B 2160B|   0    64k|   0  6.00 | 646   832 |1.81 1.66 1.41|1.0   0   0|   0     0 |openstack            5862  50%6215k   0 |openstack            5862 6215k   0  50%|mysqld       205M|   0     0 |  16   29    0  154    0
Apr 01 01:54:51 ubuntu dstat.sh[1374]: 01-04 01:54:51| 44   5  46   3   3| 811M  239M  103M 2705M|4185B 1986B|   0    40k|   0  3.00 | 895  1740 |1.81 1.66 1.41|1.0   0   0|   0     0 |uwsgi                3630 9.5%5122B  15k|bash                 3662   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  162    0
Apr 01 01:54:52 ubuntu dstat.sh[1374]: 01-04 01:54:52| 44   9  45   0   3| 794M  256M  103M 2705M|5482B 2160B|   0     0 |   0     0 | 756  1232 |1.75 1.64 1.40|1.0   0  72|   0     0 |openstack            5934  45%6050k  38k|openstack            5934 6050k  38k 45%|mysqld       205M|   0     0 |  16   29    0  158    0
Apr 01 01:54:53 ubuntu dstat.sh[1374]: 01-04 01:54:53| 49   3  44   1   2| 814M  236M  103M 2705M|4000B 1944B|   0   204k|   0  15.0 | 647   874 |1.75 1.64 1.40|1.0   0 2.0|   0     0 |openstack            5934  48%5198k   0 |openstack            5934 5198k   0  48%|mysqld       205M|   0     0 |  16   31    0  159    0
Apr 01 01:54:54 ubuntu dstat.sh[1374]: 01-04 01:54:54| 35  11  41   0  13| 767M  283M  103M 2705M|4670B 1944B|   0     0 |   0     0 |1236  2536 |1.75 1.64 1.40|3.0   0  84|   0     0 |uwsgi                3630  12%3628B  14k|bash                 3662   11M  46k0.5%|mysqld       205M|   0     0 |  16   29    0  159    0
Apr 01 01:54:55 ubuntu dstat.sh[1374]: 01-04 01:54:55| 43   8  47   0   3| 790M  260M  103M 2705M|5495B 2160B|   0  1216k|   0  43.0 | 707   978 |1.75 1.64 1.40|1.0 1.0  26|   0     0 |openstack            6046  46%5461k  38k|openstack            6046 5461k  38k 46%|mysqld       205M|   0     0 |  16   29    0  159    0
Apr 01 01:54:56 ubuntu dstat.sh[1374]: 01-04 01:54:56| 47   5  42   6   1| 810M  240M  103M 2705M|3703B 1944B|   0   952k|   0  11.0 | 609   683 |1.75 1.64 1.40|2.0   0   0|   0     0 |openstack            6046  50%5382k   0 |openstack            6046 5382k   0  50%|mysqld       205M|   0     0 |  16   29    0  151    0
Apr 01 01:54:57 ubuntu dstat.sh[1374]: 01-04 01:54:57| 38  11  46   4   2| 774M  276M  103M 2705M|4401B 2202B|   0    40k|   0  3.00 |1068  2084 |1.69 1.63 1.40|2.0   0  97|   0     0 |openstack            6144 8.0%1415k   0 |bash                 3662   11M  42k  0%|mysqld       205M|   0     0 |  16   29    0  156    0
Apr 01 01:54:58 ubuntu dstat.sh[1374]: 01-04 01:54:58| 45   4  46   0   5| 795M  255M  103M 2705M|5940B 1944B|   0     0 |   0     0 | 684   895 |1.69 1.63 1.40|1.0   0 1.0|   0     0 |openstack            6144  50%5224k  38k|openstack            6144 5224k  38k 50%|mysqld       205M|   0     0 |  16   29    0  155    0
Apr 01 01:54:59 ubuntu dstat.sh[1374]: 01-04 01:54:59| 48   4  34  10   4| 811M  239M  103M 2705M|8777B 2106B|   0   192k|   0  9.00 | 680   778 |1.69 1.63 1.40|1.0   0   0|   0     0 |openstack            6144  50%4517k   0 |openstack            6144 4517k   0  50%|mysqld       205M|   0     0 |  16   29    0  155    0
Apr 01 01:55:00 ubuntu dstat.sh[1374]: 01-04 01:55:00| 33   7  46   8   6| 766M  284M  103M 2705M|  11k 1998B|   0    40k|   0  3.00 | 870  1664 |1.69 1.63 1.40|2.0   0  46|   0     0 |uwsgi                3630  15%2463B7314B|bash                 3662   11M  43k0.5%|mysqld       205M|   0     0 |  16   29    0  153    0
Apr 01 01:55:01 ubuntu dstat.sh[1374]: 01-04 01:55:01| 42  11  41   4   2| 792M  257M  103M 2705M|5245B 2160B|   0   108k|   0  7.00 | 892  1485 |1.69 1.63 1.40|1.0   0  99|   0     0 |openstack            6289  42%5725k  38k|openstack            6289 5725k  38k 42%|mysqld       205M|   0     0 |  16   29    0  153    0
Apr 01 01:55:02 ubuntu dstat.sh[1374]: 01-04 01:55:02| 46   5  47   2   1| 813M  236M  103M 2705M|3849B 1944B|   0   408k|   0  19.0 | 513   758 |1.63 1.62 1.40|1.0   0   0|   0     0 |openstack            6289  50%5487k   0 |openstack            6289 5487k   0  50%|mysqld       205M|   0     0 |  16   29    0  148    0
Apr 01 01:55:03 ubuntu dstat.sh[1374]: 01-04 01:55:03| 44   6  45   0   4| 775M  274M  103M 2705M|4354B 2160B|   0     0 |   0     0 |1024  2178 |1.63 1.62 1.40|1.0   0  23|   0     0 |openstack            6311  12%1942k   0 |bash                 3662   11M  43k  0%|mysqld       205M|   0     0 |  16   29    0  157    0
Apr 01 01:55:04 ubuntu dstat.sh[1374]: 01-04 01:55:04| 46   5  47   0   2| 798M  251M  103M 2705M|4464B 1944B|   0     0 |   0     0 | 593   715 |1.63 1.62 1.40|1.0   0 1.0|   0     0 |openstack            6311  50%5838k  38k|openstack            6311 5838k  38k 50%|mysqld       205M|   0     0 |  16   29    0  153    0
Apr 01 01:55:05 ubuntu dstat.sh[1374]: 01-04 01:55:05| 47   5  45   0   2| 812M  238M  103M 2705M|8617B 2160B|   0    68k|   0  6.00 | 860  1729 |1.63 1.62 1.40|1.0   0   0|   0     0 |openstack            6311  33%3462k   0 |openstack            6311 3462k   0  33%|mysqld       205M|   0     0 |  16   31    0  160    0
Apr 01 01:55:06 ubuntu dstat.sh[1374]: 01-04 01:55:06| 52  26  17   5   1| 782M  268M  103M 2705M|4745B 1944B|   0   260k|   0  17.0 | 861  1421 |1.63 1.62 1.40|1.0   0  72|   0     0 |mysqld               632   35%   0    0 |bash                 3662   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  159    0
Apr 01 01:55:07 ubuntu dstat.sh[1374]: 01-04 01:55:07| 48   5  48   0   1| 808M  241M  103M 2705M|4368B 1944B|   0     0 |   0     0 | 611   685 |1.58 1.61 1.40|1.0   0   0|   0     0 |openstack            6385  50%6816k   0 |openstack            6385 6816k   0  50%|mysqld       205M|   0     0 |  16   29    0  159    0
Apr 01 01:55:08 ubuntu dstat.sh[1374]: 01-04 01:55:08| 48   4  42   6   1| 814M  235M  103M 2705M|5473B 2160B|   0   344k|   0  19.0 | 923  1980 |1.58 1.61 1.40|1.0   0   0|   0     0 |openstack            6385  22%1201k 725B|openstack            6385 1201k 725B 22%|mysqld       205M|   0     0 |  16   29    0  164    0
Apr 01 01:55:09 ubuntu dstat.sh[1374]: 01-04 01:55:09| 34  18  44   0   4| 786M  263M  103M 2705M|3791B 2160B|   0     0 |   0     0 |1042  1999 |1.58 1.61 1.40|2.0   0 169|   0     0 |openstack            6554  30%4150k  38k|bash                 3662   11M  48k0.5%|mysqld       205M|   0     0 |  16   29    0  164    0
Apr 01 01:55:10 ubuntu dstat.sh[1374]: 01-04 01:55:10| 45   4  44   1   7| 807M  242M  103M 2705M|6515B 1944B|   0    64k|   0  6.00 | 647   810 |1.58 1.61 1.40|1.0   0   0|   0     0 |openstack            6554  50%5608k   0 |openstack            6554 5608k   0  50%|mysqld       205M|   0     0 |  16   29    0  160    0
Apr 01 01:55:11 ubuntu dstat.sh[1374]: 01-04 01:55:11| 43   6  38   6   7| 815M  234M  103M 2705M|4194B 2160B|   0   428k|   0  10.0 | 937  1842 |1.58 1.61 1.40|1.0   0   0|   0     0 |openstack            6554  22%1492k   0 |openstack            6554 1492k   0  22%|mysqld       205M|   0     0 |  16   31    0  168    0
Apr 01 01:55:12 ubuntu dstat.sh[1374]: 01-04 01:55:12| 45   5  49   0   1| 785M  264M  103M 2705M|3999B 2038B|   0     0 |   0     0 | 674  1206 |1.53 1.60 1.39|1.0   0  22|   0     0 |openstack            6576  35%4350k  38k|bash                 3662   11M  43k0.5%|mysqld       205M|   0     0 |  16   29    0  167    0
Apr 01 01:55:13 ubuntu dstat.sh[1374]: 01-04 01:55:13| 48   3  47   0   2| 807M  242M  103M 2705M|3902B 2160B|   0     0 |   0     0 | 682   851 |1.53 1.60 1.39|1.0   0 2.0|   0     0 |openstack            6576  50%5893k   0 |openstack            6576 5893k   0  50%|mysqld       205M|   0     0 |  16   29    0  167    0
Apr 01 01:55:14 ubuntu dstat.sh[1374]: 01-04 01:55:14| 39   6  42   1  12| 767M  282M  103M 2705M|3714B 2160B|   0    48k|   0  3.00 |1034  1993 |1.53 1.60 1.39|4.0   0  11|   0     0 |uwsgi                3630  12%5119B  15k|bash                 3662   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  173    0
Apr 01 01:55:15 ubuntu dstat.sh[1374]: 01-04 01:55:15| 38   9  43   0  10| 793M  256M  103M 2705M|5690B 2160B|   0     0 |   0     0 | 731  1180 |1.53 1.60 1.39|1.0   0  61|   0     0 |openstack            6650  42%5725k  38k|openstack            6650 5725k  38k 42%|mysqld       205M|   0     0 |  16   29    0  173    0
Apr 01 01:55:16 ubuntu dstat.sh[1374]: 01-04 01:55:16| 48   5  39   8   1| 814M  235M  103M 2705M|3888B 1944B|   0   196k|   0  15.0 | 713   821 |1.53 1.60 1.39|1.0   0   0|   0     0 |openstack            6650  50%5487k   0 |openstack            6650 5487k   0  50%|mysqld       205M|   0     0 |  16   30    0  168    1
Apr 01 01:55:17 ubuntu dstat.sh[1374]: 01-04 01:55:17| 39  10  41   0  10| 765M  283M  103M 2706M|3629B 2160B|   0     0 |   0     0 |1195  2554 |1.49 1.59 1.39|2.0   0  53|   0     0 |uwsgi                3630  16%4866B  15k|bash                 3662   11M  46k0.5%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:18 ubuntu dstat.sh[1374]: 01-04 01:55:18| 40  13  46   0   1| 792M  257M  103M 2706M|4785B 2160B|   0     0 |   0     0 | 855  1555 |1.49 1.59 1.39|1.0   0 116|   0     0 |openstack            6820  39%5465k  38k|openstack            6820 5465k  38k 39%|mysqld       205M|   0     0 |  16   29    0  172    0
Apr 01 01:55:19 ubuntu dstat.sh[1374]: 01-04 01:55:19| 46   5  46   1   3| 812M  237M  103M 2706M|4876B 2160B|   0    68k|   0  6.00 | 585   716 |1.49 1.59 1.39|1.0   0   0|   0     0 |openstack            6820  50%5437k   0 |openstack            6820 5437k   0  50%|mysqld       205M|   0     0 |  16   29    0  172    0
Apr 01 01:55:20 ubuntu dstat.sh[1374]: 01-04 01:55:20| 30  10  35   0  26| 815M  234M  103M 2706M|8832B 1944B|   0     0 |   0     0 | 915  1999 |1.49 1.59 1.39|1.0   0   0|   0     0 |openstack            6820  16% 348k   1B|openstack            6820  348k   1B 16%|mysqld       205M|   0     0 |  16   29    0  176    0
Apr 01 01:55:21 ubuntu dstat.sh[1374]: 01-04 01:55:21| 34  10  27   0  29| 779M  270M  103M 2706M|5212B 1944B|   0    52k|   0  12.0 | 932  1464 |1.49 1.59 1.39|3.0   0  22|   0     0 |openstack            6842  38%3015k  38k|bash                 3662   11M  43k  0%|mysqld       205M|   0     0 |  16   29    0  176    0
Apr 01 01:55:22 ubuntu dstat.sh[1374]: 01-04 01:55:22| 48   3  47   0   2| 800M  249M  103M 2706M|5441B 2160B|   0     0 |   0     0 | 675   764 |1.49 1.59 1.39|1.0   0   0|   0     0 |openstack            6842  49%5286k   0 |openstack            6842 5286k   0  49%|mysqld       205M|   0     0 |  16   29    0  176    0
Apr 01 01:55:23 ubuntu dstat.sh[1374]: 01-04 01:55:23| 43   7  43   2   5| 813M  236M  103M 2706M|4981B 1944B|   0  4096B|   0  1.00 | 831  1811 |1.45 1.58 1.39|1.0 2.0 2.0|   0     0 |openstack            6842  27%2941k   0 |openstack            6842 2941k   0  27%|mysqld       205M|   0     0 |  16   31    0  183    0
Apr 01 01:55:24 ubuntu dstat.sh[1374]: 01-04 01:55:24| 38  15  37   2   7| 784M  264M  103M 2706M|3707B 1944B|   0   192k|   0  14.0 | 859  1364 |1.45 1.58 1.39|3.0   0  72|   0     0 |openstack            6917  30%3786k  38k|bash                 3662   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  175    0
Apr 01 01:55:25 ubuntu dstat.sh[1374]: 01-04 01:55:25| 46   5  29  17   3| 809M  239M  103M 2706M|4813B 1944B|   0   360k|   0  21.0 | 651   787 |1.45 1.58 1.39|2.0 2.0 2.0|   0     0 |openstack            6917  50%6176k   0 |openstack            6917 6176k   0  50%|mysqld       205M|   0     0 |  16   29    0  175    0
Apr 01 01:55:26 ubuntu dstat.sh[1374]: 01-04 01:55:26| 46   4  34  10   5| 815M  233M  103M 2707M|5395B 2106B|   0  2100k|   0   123 |1144  2137 |1.45 1.58 1.39|1.0 2.0   0|   0     0 |openstack            6917  23%1289k 725B|openstack            6917 1289k 725B 23%|mysqld       205M|   0     0 |  16   29    0  176    0
Apr 01 01:55:27 ubuntu dstat.sh[1374]: 01-04 01:55:27| 40  12  38   9   3| 784M  264M  103M 2707M|4530B 1998B|   0   372k|   0  27.0 | 850  1611 |1.45 1.58 1.39|1.0   0 116|   0     0 |openstack            7035  32%3987k  38k|bash                 3662   11M  46k0.5%|mysqld       205M|   0     0 |  16   29    0  176    0
Apr 01 01:55:28 ubuntu dstat.sh[1374]: 01-04 01:55:28| 48   4  48   0   1| 808M  239M  103M 2707M|9076B 2160B|   0     0 |   0     0 | 658   721 |1.41 1.57 1.39|2.0   0   0|   0     0 |openstack            7035  50%6248k   0 |openstack            7035 6248k   0  50%|mysqld       205M|   0     0 |  16   29    0  174    0
Apr 01 01:55:29 ubuntu dstat.sh[1374]: 01-04 01:55:29| 39   9  45   3   3| 772M  275M  103M 2707M|6651B 2106B|   0    48k|   0  3.00 | 959  2059 |1.41 1.57 1.39|2.0   0  91|   0     0 |uwsgi                3630 5.5%3512B9465B|bash                 3662   11M  43k  0%|mysqld       205M|   0     0 |  16   29    0  179    0
Apr 01 01:55:30 ubuntu dstat.sh[1374]: 01-04 01:55:30| 45   6  47   0   1| 801M  247M  103M 2707M|3447B 1998B|   0     0 |   0     0 | 651   802 |1.41 1.57 1.39|2.0   0 1.0|   0     0 |openstack            7127  50%6914k  38k|openstack            7127 6914k  38k 50%|mysqld       205M|   0     0 |  16   29    0  179    0
Apr 01 01:55:31 ubuntu dstat.sh[1374]: 01-04 01:55:31| 49   4  43   3   2| 815M  233M  103M 2707M|5370B 2160B|   0   156k|   0  9.00 | 827  1329 |1.41 1.57 1.39|1.0   0   0|   0     0 |openstack            7127  39%3476k   0 |openstack            7127 3476k   0  39%|mysqld       205M|   0     0 |  16   31    0  176    0
Apr 01 01:55:32 ubuntu dstat.sh[1374]: 01-04 01:55:32| 41  11  43   3   2| 786M  262M  103M 2707M|3520B 2160B|   0   204k|   0  18.0 | 934  1603 |1.41 1.57 1.39|1.0   0  77|   0     0 |openstack            7204  32%4298k  38k|bash                 3662   11M  43k0.5%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:33 ubuntu dstat.sh[1374]: 01-04 01:55:33| 49   3  45   2   1| 809M  238M  103M 2707M|3622B 1986B|   0   344k|   0  20.0 | 659   884 |1.38 1.56 1.38|1.0   0 2.0|   0     0 |openstack            7204  50%5969k   0 |openstack            7204 5969k   0  50%|mysqld       205M|   0     0 |  16   29    0  168    0
Apr 01 01:55:34 ubuntu dstat.sh[1374]: 01-04 01:55:34| 42   8  44   0   7| 766M  281M  103M 2707M|5507B 2160B|   0     0 |   0     0 |1148  2304 |1.38 1.56 1.38|1.0   0  21|   0     0 |uwsgi                3630  11%6000B  18k|bash                 3662   11M  42k  0%|mysqld       205M|   0     0 |  16   29    0  178    0
Apr 01 01:55:35 ubuntu dstat.sh[1374]: 01-04 01:55:35| 49   4  47   0   1| 796M  252M  103M 2707M|4079B 1944B|   0     0 |   0     0 | 656   796 |1.38 1.56 1.38|1.0   0 1.0|   0     0 |openstack            7228  50%6985k  38k|openstack            7228 6985k  38k 50%|mysqld       205M|   0     0 |  16   29    0  169    0
Apr 01 01:55:36 ubuntu dstat.sh[1374]: 01-04 01:55:36| 48   3  47   1   1| 813M  234M  103M 2707M|2945B 1944B|   0    68k|   0  6.00 | 679   935 |1.38 1.56 1.38|1.0   0   0|   0     0 |openstack            7228  45%4185k   0 |openstack            7228 4185k   0  45%|mysqld       205M|   0     0 |  16   31    0  172    0
Apr 01 01:55:37 ubuntu dstat.sh[1374]: 01-04 01:55:37| 38   9  43   1   9| 776M  270M  103M 2707M|3906B 1998B|   0   132k|   0  5.00 |1019  1883 |1.38 1.56 1.38|1.0   0  44|   0     0 |openstack            7273  19%2054k   0 |bash                 3662   11M  38k0.5%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:38 ubuntu dstat.sh[1374]: 01-04 01:55:38| 48   4  47   0   1| 800M  247M  103M 2707M|4653B 2268B|   0     0 |   0     0 | 634   776 |1.35 1.55 1.38|1.0   0 1.0|   0     0 |openstack            7273  50%5815k  38k|openstack            7273 5815k  38k 50%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:39 ubuntu dstat.sh[1374]: 01-04 01:55:39| 48   5  45   1   3| 814M  233M  103M 2707M|4410B 2160B|   0   188k|   0  15.0 |1098  1980 |1.35 1.55 1.38|1.0   0   0|   0     0 |openstack            7273  30%3381k   0 |openstack            7273 3381k   0  30%|mysqld       205M|   0     0 |  16   29    0  175    0
Apr 01 01:55:40 ubuntu dstat.sh[1374]: 01-04 01:55:40| 45   9  45   1   1| 780M  267M  103M 2707M|4588B 2214B|   0    64k|   0  6.00 |1045  1765 |1.35 1.55 1.38|1.0   0  69|   0     0 |openstack            7342  27%2981k  38k|bash                 3662   11M  42k0.5%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:41 ubuntu dstat.sh[1374]: 01-04 01:55:41| 48   3  47   0   2| 803M  243M  103M 2707M|4428B 1944B|   0     0 |   0     0 | 566   839 |1.35 1.55 1.38|1.0   0   0|   0     0 |openstack            7342  50%6174k   0 |openstack            7342 6174k   0  50%|mysqld       205M|   0     0 |  16   29    0  168    0
Apr 01 01:55:42 ubuntu dstat.sh[1374]: 01-04 01:55:42| 48   6  45   0   2| 813M  233M  103M 2707M|4169B 2160B|   0   348k|   0  3.00 |1064  2160 |1.35 1.55 1.38|1.0   0   0|   0     0 |openstack            7342  30%   -    - |python2              1510   43k 456B0.5%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:43 ubuntu dstat.sh[1374]: 01-04 01:55:43| 45   7  47   0   2| 794M  253M  103M 2707M|3777B 1944B|   0     0 |   0     0 | 766  1117 |1.32 1.54 1.38|1.0   0  24|   0     0 |openstack            7364  47%6582k  38k|bash                 3662   11M  42k  0%|mysqld       205M|   0     0 |  16   29    0  172    0
Apr 01 01:55:44 ubuntu dstat.sh[1374]: 01-04 01:55:44| 48   4  48   0   2| 813M  234M  103M 2707M|4239B 1944B|   0     0 |   0     0 | 706   945 |1.32 1.54 1.38|2.0   0   0|   0     0 |openstack            7364  46%4660k   0 |openstack            7364 4660k   0  46%|mysqld       205M|   0     0 |  16   31    0  174    0
Apr 01 01:55:45 ubuntu dstat.sh[1374]: 01-04 01:55:45| 43   7  46   2   3| 777M  269M  103M 2708M|4671B 2160B|   0    56k|   0  3.00 |1018  1939 |1.32 1.54 1.38|1.0   0  44|   0     0 |openstack            7411  19%2073k   0 |bash                 3662   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:46 ubuntu dstat.sh[1374]: 01-04 01:55:46| 48   3  47   0   2| 801M  246M  103M 2708M|6142B 1944B|   0     0 |   0     0 | 628   820 |1.32 1.54 1.38|1.0   0 1.0|   0     0 |openstack            7411  50%5908k  38k|openstack            7411 5908k  38k 50%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:47 ubuntu dstat.sh[1374]: 01-04 01:55:47| 47   4  39   7   2| 814M  233M  103M 2708M|3866B 1944B|   0   212k|   0  15.0 | 971  1840 |1.32 1.54 1.38|1.0   0   0|   0     0 |openstack            7411  29%3269k   0 |openstack            7411 3269k   0  29%|mysqld       205M|   0     0 |  16   31    0  175    0
Apr 01 01:55:48 ubuntu dstat.sh[1374]: 01-04 01:55:48| 41   9  46   0   3| 781M  265M  103M 2708M|4835B 2160B|   0     0 |   0     0 | 975  1697 |1.22 1.52 1.37|1.0   0  69|   0     0 |openstack            7480  29%3523k  38k|bash                 3662   11M  42k0.5%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:49 ubuntu dstat.sh[1374]: 01-04 01:55:49| 48   4  45   3   2| 806M  241M  103M 2708M|4750B 2160B|   0    68k|   0  6.00 | 764   891 |1.22 1.52 1.37|1.0   0   0|   0     0 |openstack            7480  49%6249k   0 |openstack            7480 6249k   0  49%|mysqld       205M|   0     0 |  16   29    0  168    0
Apr 01 01:55:50 ubuntu dstat.sh[1374]: 01-04 01:55:50| 46   6  46   0   3| 813M  233M  103M 2708M|4427B 2202B|   0     0 |   0     0 | 986  1968 |1.22 1.52 1.37|2.0   0   0|   0     0 |openstack            7480  27%1479k   0 |openstack            7480 1479k   0  27%|mysqld       205M|   0     0 |  16   29    0  177    0
Apr 01 01:55:51 ubuntu dstat.sh[1374]: 01-04 01:55:51| 45   7  47   0   1| 791M  255M  103M 2708M|6011B 1944B|   0     0 |   0     0 | 651  1014 |1.22 1.52 1.37|2.0   0  22|   0     0 |openstack            7502  43%5778k  38k|bash                 3662   11M  42k  0%|mysqld       205M|   0     0 |  16   29    0  174    0
Apr 01 01:55:52 ubuntu dstat.sh[1374]: 01-04 01:55:52| 48   3  48   0   1| 812M  234M  103M 2708M|8433B 2160B|   0     0 |   0     0 | 692   761 |1.22 1.52 1.37|1.0   0   0|   0     0 |openstack            7502  50%5462k   0 |openstack            7502 5462k   0  50%|mysqld       205M|   0     0 |  16   31    0  175    0
Apr 01 01:55:53 ubuntu dstat.sh[1374]: 01-04 01:55:53| 45   8  44   0   2| 777M  269M  103M 2708M|4830B 1944B|   0    84k|   0  9.00 |1160  2336 |1.36 1.54 1.38|1.0   0  46|   0     0 |openstack            7547  15%2054k   0 |bash                 3662   11M  38k  0%|mysqld       205M|   0     0 |  16   29    0  177    0
