-- Logs begin at Wed 2020-04-01 07:14:24 UTC, end at Wed 2020-04-01 08:47:21 UTC. --
Apr 01 07:59:10 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 07:59:11 ubuntu dstat.sh[1332]: [286B blob data]
Apr 01 07:59:11 ubuntu dstat.sh[1332]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 08:10:31 ubuntu dstat.sh[1332]: 01-04 08:10:31|  2   1  97   0   0| 808M  206M  110M 2731M|4195B 2380B|   0     0 |   0     0 | 343   644 |1.45 1.78 1.59|  0   0 2.0|   0     0 |python2              1531 0.5%  18k 471B|python2              1531   18k 471B0.5%|mysqld       213M|   0     0 |  17   29    0    6    0
Apr 01 08:10:32 ubuntu dstat.sh[1332]: 01-04 08:10:32|  7  11  81   0   1| 810M  204M  110M 2731M|4206B 2528B|   0    16k|   0  1.00 | 694  1570 |1.45 1.78 1.59|1.0   0 123|   0     0 |bash                 3615 2.0% 299k  32k|bash                 3615  299k  32k2.0%|mysqld       213M|   0     0 |  17   29    0    6    0
Apr 01 08:10:33 ubuntu dstat.sh[1332]: 01-04 08:10:33| 21  37  41   0   2| 810M  204M  110M 2731M|7832B 1944B|   0   192k|   0  6.00 |1873  4124 |1.42 1.77 1.58|1.0   0 419|   0     0 |bash                 3615 7.0%1197k 202k|bash                 3615 1197k 202k7.0%|mysqld       213M|   0     0 |  17   29    0    7    0
Apr 01 08:10:34 ubuntu dstat.sh[1332]: 01-04 08:10:34| 47   4  48   1   0| 838M  176M  110M 2731M|4523B 2160B|4096B    0 |1.00     0 | 704   837 |1.42 1.77 1.58|1.0   0 2.0|   0     0 |neutron-db-mana      18761 49%7151k  41k|neutron-db-mana      187617151k  41k 49%|mysqld       213M|   0     0 |  17   29    0    7    0
Apr 01 08:10:35 ubuntu dstat.sh[1332]: 01-04 08:10:35| 48   3  48   1   1| 863M  151M  110M 2731M|4546B 2056B|  20k  212k|4.00  6.00 | 647   769 |1.42 1.77 1.58|1.0   0   0|   0     0 |neutron-db-mana      18761 49%5605k7697B|neutron-db-mana      187615605k7697B 49%|mysqld       213M|   0     0 |  17   29    0    7    0
Apr 01 08:10:36 ubuntu dstat.sh[1332]: 01-04 08:10:36| 41   5  48   7   0| 882M  132M  110M 2732M|4546B 1728B| 296k    0 |35.0     0 | 697   833 |1.42 1.77 1.58|2.0   0 2.0|   0     0 |python               18761 43%2655k 160k|python               187612655k 160k 43%|mysqld       213M|   0     0 |  17   29    0    7    0
Apr 01 08:10:37 ubuntu dstat.sh[1332]: 01-04 08:10:37| 15   2  49  33   1| 884M  128M  110M 2733M|5854B 1944B| 392k    0 |38.0     0 | 625   846 |1.42 1.77 1.58|1.0   0   0|   0     0 |python               18761 14% 439k 221k|python               18761 439k 221k 14%|mysqld       213M|   0     0 |  17   29    0    7    0
Apr 01 08:10:38 ubuntu dstat.sh[1332]: 01-04 08:10:38| 10   1  48  41   1| 888M  124M  110M 2733M|9886B 1944B|  48k  708k|12.0  18.0 | 577   908 |1.38 1.76 1.58|  0 1.0   0|   0     0 |python               187616.5% 147k  16k|python               18761 147k  16k6.5%|mysqld       215M|   0     0 |  17   31    0    7    0
Apr 01 08:10:39 ubuntu dstat.sh[1332]: 01-04 08:10:39| 17   4  47  29   3| 891M  120M  110M 2734M|3886B 1944B| 528k  884k| 118  40.0 |1003  1323 |1.38 1.76 1.58|  0 1.0   0|   0     0 |python               18761 18% 373k 146k|python               18761 373k 146k 18%|mysqld       215M|   0     0 |  17   31    0    9    0
Apr 01 08:10:40 ubuntu dstat.sh[1332]: 01-04 08:10:40|  3   3  43  50   2| 891M  120M  110M 2734M|4181B 1944B|   0  1136k|   0  76.0 | 661  1093 |1.38 1.76 1.58|  0 1.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   19k 484B  0%|mysqld       215M|   0     0 |  17   31    0    9    0
Apr 01 08:10:41 ubuntu dstat.sh[1332]: 01-04 08:10:41| 10   7  43  36   3| 892M  119M  110M 2734M|3559B 1660B|   0  1240k|   0   113 | 934  1737 |1.38 1.76 1.58|1.0 1.0 2.0|   0     0 |mysqld               587   14%   0    0 |python2              1531   19k 471B0.5%|mysqld       215M|   0     0 |  17   31    0    9    0
Apr 01 08:10:42 ubuntu dstat.sh[1332]: 01-04 08:10:42|  4   2  46  47   1| 892M  118M  110M 2735M|8184B 2106B|   0  1104k|   0  72.0 | 581  1097 |1.38 1.76 1.58|1.0   0   0|   0     0 |mysqld               587  3.0%   0    0 |python2              1531   19k 473B  0%|mysqld       216M|   0     0 |  17   31    0    9    0
Apr 01 08:10:43 ubuntu dstat.sh[1332]: 01-04 08:10:43|  3   3  42  48   4| 892M  118M  110M 2735M|4768B 2084B|   0  1216k|   0  84.0 | 677  1081 |1.43 1.76 1.58|  0 2.0   0|   0     0 |mysqld               587  2.0%   0    0 |python2              1531   19k 465B  0%|mysqld       216M|   0     0 |  17   31    0    9    0
Apr 01 08:10:44 ubuntu dstat.sh[1332]: 01-04 08:10:44|  2   2  46  48   2| 892M  118M  110M 2735M|3299B 1728B|   0  8752k|   0  67.0 | 586   964 |1.43 1.76 1.58|  0 1.0   0|   0     0 |etcd                 2437 1.0%   0    0 |python2              1531   19k 465B0.5%|mysqld       216M|   0     0 |  17   31    0    9    0
Apr 01 08:10:45 ubuntu dstat.sh[1332]: 01-04 08:10:45|  5   2  45  47   2| 893M  117M  110M 2735M|4320B 1944B|   0   804k|   0  81.0 | 548   836 |1.43 1.76 1.58|  0 4.0   0|   0     0 |mysqld               587  3.5%   0    0 |python2              1531   19k 464B  0%|mysqld       216M|   0     0 |  17   31    0    9    0
Apr 01 08:10:46 ubuntu dstat.sh[1332]: 01-04 08:10:46|  2   1  29  69   0| 893M  117M  110M 2735M|4065B 1944B|   0  1088k|   0  74.0 | 373   601 |1.43 1.76 1.58|  0 2.0   0|   0     0 |python2              1531 0.5%  19k 463B|python2              1531   19k 463B0.5%|mysqld       216M|   0     0 |  17   31    0    9    0
Apr 01 08:10:47 ubuntu dstat.sh[1332]: 01-04 08:10:47|  2   3  45  51   1| 893M  117M  111M 2735M|4350B 1728B|   0  1192k|   0  85.0 | 663  1070 |1.43 1.76 1.58|  0 2.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   19k 454B  0%|mysqld       216M|   0     0 |  17   31    0    9    0
Apr 01 08:10:48 ubuntu dstat.sh[1332]: 01-04 08:10:48|  3   1  46  49   1| 893M  116M  111M 2736M|3513B 1944B|   0  1160k|   0  84.0 | 616  1098 |1.40 1.75 1.58|  0 2.0   0|   0     0 |etcd                 2437 1.5%   0    0 |python2              1531   19k 445B  0%|mysqld       216M|   0     0 |  17   31    0    9    0
Apr 01 08:10:49 ubuntu dstat.sh[1332]: 01-04 08:10:49|  3   3  40  52   3| 893M  116M  111M 2736M|3711B 1728B|   0  1276k|   0  88.0 | 695  1173 |1.40 1.75 1.58|  0 2.0   0|   0     0 |etcd                 2437 2.0%   0    0 |python2              1531   19k 465B0.5%|mysqld       217M|   0     0 |  17   31    0    9    0
Apr 01 08:10:50 ubuntu dstat.sh[1332]: 01-04 08:10:50|  5   6  37  52   1| 893M  115M  111M 2736M|4632B 1944B|   0   988k|   0  87.0 | 686  1198 |1.40 1.75 1.58|  0 2.0   0|   0     0 |mysqld               587  8.0%   0    0 |python2              1531   19k 465B  0%|mysqld       217M|   0     0 |  17   31    0    9    0
Apr 01 08:10:51 ubuntu dstat.sh[1332]: 01-04 08:10:51|  3   2  47  47   1| 894M  114M  111M 2736M|5078B 1944B|   0  1192k|   0  80.0 | 697  1152 |1.40 1.75 1.58|  0 2.0 2.0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   19k 465B  0%|mysqld       217M|   0     0 |  17   31    0    9    0
Apr 01 08:10:52 ubuntu dstat.sh[1332]: 01-04 08:10:52|  2   0  47  50   1| 894M  114M  111M 2736M|4921B 1944B|   0  1284k|   0   137 | 652   795 |1.40 1.75 1.58|  0 3.0   0|   0     0 |etcd                 2437 1.0%   0    0 |python2              1531   19k 471B  0%|mysqld       217M|   0     0 |  17   31    0    9    0
Apr 01 08:10:53 ubuntu dstat.sh[1332]: 01-04 08:10:53|  2   2  26  69   1| 894M  114M  111M 2736M|4272B 1944B|   0   964k|   0  81.0 | 541   792 |1.61 1.79 1.59|  0 1.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   19k 461B0.5%|mysqld       217M|   0     0 |  17   31    0    9    0
Apr 01 08:10:54 ubuntu dstat.sh[1332]: 01-04 08:10:54|  1   1  44  54   1| 894M  113M  111M 2736M|4534B 1944B|   0   308k|   0  25.0 | 435   744 |1.61 1.79 1.59|  0 2.0   0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   19k 463B  0%|mysqld       217M|   0     0 |  17   31    0    9    0
Apr 01 08:10:55 ubuntu dstat.sh[1332]: 01-04 08:10:55|  3   1  47  48   2| 894M  113M  111M 2737M|4074B 1944B|   0   716k|   0  49.0 | 518   870 |1.61 1.79 1.59|  0 2.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   19k 463B  0%|mysqld       217M|   0     0 |  17   31    0    9    0
Apr 01 08:10:56 ubuntu dstat.sh[1332]: 01-04 08:10:56|  4   2  48  45   0| 894M  113M  111M 2737M|4156B 1728B|   0  1112k|   0  91.0 | 539  1067 |1.61 1.79 1.59|  0 2.0   0|   0     0 |mysqld               587  3.5%   0    0 |python2              1531   19k 463B  0%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:10:57 ubuntu dstat.sh[1332]: 01-04 08:10:57|  3   2  46  47   2| 895M  112M  111M 2737M|6450B 2084B|   0  1100k|   0  80.0 | 533  1046 |1.61 1.79 1.59|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1531   19k 465B0.5%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:10:58 ubuntu dstat.sh[1332]: 01-04 08:10:58|  3   1  47  49   1| 895M  112M  111M 2737M|5096B 1944B|   0   776k|   0  59.0 | 439   793 |1.64 1.79 1.60|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1531   19k 465B  0%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:10:59 ubuntu dstat.sh[1332]: 01-04 08:10:59|  2   1  46  51   1| 895M  111M  112M 2737M|3468B 1944B|   0   552k|   0  42.0 | 407   775 |1.64 1.79 1.60|  0 3.0   0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   19k 463B0.5%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:11:00 ubuntu dstat.sh[1332]: 01-04 08:11:00|  2   1  45  52   1| 895M  111M  112M 2737M|5536B 1728B|   0   356k|   0  23.0 | 394   711 |1.64 1.79 1.60|  0 2.0   0|   0     0 |beam.smp             1960 0.5%   0    0 |python2              1531   19k 459B  0%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:11:01 ubuntu dstat.sh[1332]: 01-04 08:11:01|  1   2  46  50   0| 895M  111M  112M 2737M|4482B 1944B|   0   308k|   0  24.0 | 401   773 |1.64 1.79 1.60|  0 2.0 2.0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   19k 463B  0%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:11:02 ubuntu dstat.sh[1332]: 01-04 08:11:02|  6   3   4  86   0| 895M  111M  112M 2738M|8354B 1944B|   0  8176k|   0  30.0 | 424   700 |1.64 1.79 1.60|  0 4.0   0|   0     0 |mysqld               587  6.0%   0    0 |python2              1531   19k 461B  0%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:11:03 ubuntu dstat.sh[1332]: 01-04 08:11:03|  3   2  47  47   2| 895M  110M  112M 2738M|4142B 2160B|   0  1180k|   0  82.0 | 595  1017 |1.75 1.81 1.60|  0 2.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   19k 459B0.5%|mysqld       218M|   0     0 |  17   31    0    9    0
Apr 01 08:11:04 ubuntu dstat.sh[1332]: 01-04 08:11:04|  4   6  47  41   3| 895M  110M  112M 2738M|3970B 1986B|   0   940k|   0  80.0 | 783  1395 |1.75 1.81 1.60|  0 2.0   0|   0     0 |mysqld               587  5.0%   0    0 |python2              1531   19k 465B  0%|mysqld       219M|   0     0 |  17   31    0    9    0
Apr 01 08:11:05 ubuntu dstat.sh[1332]: 01-04 08:11:05|  3   1  45  51   1| 896M  109M  112M 2738M|5130B 1944B|   0   992k|   0  65.0 | 634  1025 |1.75 1.81 1.60|  0 2.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   19k 452B  0%|mysqld       219M|   0     0 |  17   31    0    9    0
Apr 01 08:11:06 ubuntu dstat.sh[1332]: 01-04 08:11:06|  3   3  43  52   1| 896M  109M  112M 2738M|3627B 1944B|   0  1244k|   0  98.0 | 767  1250 |1.75 1.81 1.60|  0 2.0   0|   0     0 |python               187611.0%   0    0 |python2              1531   19k 465B  0%|mysqld       219M|   0     0 |  17   31    0    9    0
Apr 01 08:11:07 ubuntu dstat.sh[1332]: 01-04 08:11:07|  5   5  41  48   2| 896M  108M  112M 2738M|  20k 1944B|   0  1108k|   0  95.0 | 851  1427 |1.75 1.81 1.60|  0 2.0   0|   0     0 |mysqld               587  6.5%   0    0 |python2              1531   19k 465B0.5%|mysqld       219M|   0     0 |  17   31    0    9    0
Apr 01 08:11:08 ubuntu dstat.sh[1332]: 01-04 08:11:08|  1   2  43  52   2| 897M  107M  112M 2739M|9887B 1944B|   0   804k|   0  60.0 | 558   949 |1.77 1.82 1.61|  0 2.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   19k 466B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:09 ubuntu dstat.sh[1332]: 01-04 08:11:09|  2   1  39  58   1| 896M  108M  112M 2739M|3312B 1944B|   0   984k|   0  51.0 | 452   774 |1.77 1.82 1.61|  0 2.0   0|   0     0 |etcd                 2437 0.5%   0    0 |python2              1531   19k 463B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:10 ubuntu dstat.sh[1332]: 01-04 08:11:10|  2   2  17  79   1| 896M  108M  112M 2739M|5007B 1944B|   0   704k|   0  39.0 | 490   836 |1.77 1.82 1.61|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1531   19k 463B0.5%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:11 ubuntu dstat.sh[1332]: 01-04 08:11:11|  3   2  42  53   1| 896M  107M  112M 2739M|3773B 1728B|   0   808k|   0  56.0 | 564   981 |1.77 1.82 1.61|  0 2.0 2.0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   19k 463B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:12 ubuntu dstat.sh[1332]: 01-04 08:11:12|  3   1  45  50   1| 897M  107M  112M 2739M|4211B 1944B|   0   584k|   0  31.0 | 454   809 |1.77 1.82 1.61|  0 2.0   0|   0     0 |etcd                 2437 1.5%   0    0 |python2              1531   19k 469B0.5%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:13 ubuntu dstat.sh[1332]: 01-04 08:11:13|  2   1  43  55   0| 897M  107M  112M 2739M|3606B 1944B|   0   420k|   0  27.0 | 411   761 |1.87 1.84 1.61|  0 2.0   0|   0     0 |beam.smp             1960 0.5%   0    0 |python2              1531   19k 463B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:14 ubuntu dstat.sh[1332]: 01-04 08:11:14|  2   0  42  56   1| 897M  107M  112M 2739M|3153B 1944B|   0  1136k|   0  35.0 | 378   677 |1.87 1.84 1.61|1.0 1.0   0|   0     0 |etcd                 2437 1.0%   0    0 |python2              1531   19k 443B0.5%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:15 ubuntu dstat.sh[1332]: 01-04 08:11:15|  3   1  15  81   1| 896M  107M  112M 2739M|4749B 1728B|   0  2008k|   0  6.00 | 336   801 |1.87 1.84 1.61|  0 1.0   0|   0     0 |etcd                 2437 1.0%   0    0 |python2              1531   19k 464B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:16 ubuntu dstat.sh[1332]: 01-04 08:11:16|  2   2  39  57   1| 897M  106M  112M 2740M|3024B 1944B|   0  4136k|   0  86.0 | 434   911 |1.87 1.84 1.61|1.0 1.0   0|   0     0 |kworker/1:1H         291  0.5%   0    0 |python2              1531   19k 451B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:17 ubuntu dstat.sh[1332]: 01-04 08:11:17|  2   3  38  56   2| 897M  105M  113M 2740M|7028B 1728B|   0  4200k|   0  79.0 | 513  1023 |1.87 1.84 1.61|  0 1.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   19k 464B0.5%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:18 ubuntu dstat.sh[1332]: 01-04 08:11:18|  2   2  46  47   2| 897M  104M  113M 2741M|4513B 1944B|   0  3972k|   0   120 | 596  1001 |1.80 1.82 1.61|  0 1.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   19k 465B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:19 ubuntu dstat.sh[1332]: 01-04 08:11:19|  3   2  41  54   1| 897M  103M  113M 2742M|5288B 1944B|   0  2824k|   0  53.0 | 513   930 |1.80 1.82 1.61|  0 1.0   0|   0     0 |mysqld               587  2.0%   0    0 |python2              1531   19k 466B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:20 ubuntu dstat.sh[1332]: 01-04 08:11:20|  2   1  46  51   1| 897M  103M  113M 2742M|5206B 1728B|   0   692k|   0  31.0 | 376   650 |1.80 1.82 1.61|  0 2.0   0|   0     0 |jbd2/vda1-8          292  1.0%   0    0 |python2              1531   19k 464B0.5%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:21 ubuntu dstat.sh[1332]: 01-04 08:11:21|  1   2  24  73   1| 897M  103M  113M 2742M|7080B 1944B|   0  8616k|   0  92.0 | 496   784 |1.80 1.82 1.61|  0 1.0 4.0|   0     0 |beam.smp             1960 0.5%   0    0 |python2              1531   19k 463B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:22 ubuntu dstat.sh[1332]: 01-04 08:11:22|  1   2  44  53   1| 897M  102M  113M 2742M|5293B 1728B|   0  2100k|   0   114 | 668  1083 |1.80 1.82 1.61|  0 1.0   0|   0     0 |etcd                 2437 1.0%   0    0 |python2              1531   19k 470B  0%|mysqld       220M|   0     0 |  17   31    0    9    0
Apr 01 08:11:23 ubuntu dstat.sh[1332]: 01-04 08:11:23|  3   1  49  48   0| 897M  102M  113M 2743M|8286B 1944B|   0  1276k|   0  86.0 | 640  1060 |1.81 1.82 1.61|  0 1.0   0|   0     0 |jbd2/vda1-8          292  0.5%   0    0 |python2              1531   19k 466B0.5%|mysqld       221M|   0     0 |  17   31    0    9    0
Apr 01 08:11:24 ubuntu dstat.sh[1332]: 01-04 08:11:24|  2   2  31  64   0| 898M  101M  113M 2743M|9817B 1944B|   0  1292k|   0   108 | 723   991 |1.81 1.82 1.61|  0 1.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   19k 445B  0%|mysqld       221M|   0     0 |  17   31    0    9    0
Apr 01 08:11:25 ubuntu dstat.sh[1332]: 01-04 08:11:25|  3   7  47  41   2| 898M  531M  113M 2325M|7788B 1728B|   0  1204k|   0  80.0 | 735  1133 |1.81 1.82 1.61|  0 1.0 3.0|   0     0 |kswapd0              40   6.0%   0    0 |python2              1531   19k 454B  0%|mysqld       221M|   0     0 |  17   31    0    7    0
Apr 01 08:11:26 ubuntu dstat.sh[1332]: 01-04 08:11:26|  4   2  42  50   2| 898M  531M  113M 2325M|6190B 1986B|   0  1344k|   0  95.0 | 616  1158 |1.81 1.82 1.61|  0 1.0   0|   0     0 |mysqld               587  3.5%   0    0 |python2              1531   18k 472B  0%|mysqld       221M|   0     0 |  17   31    0    7    0
Apr 01 08:11:27 ubuntu dstat.sh[1332]: 01-04 08:11:27|  3   4  42  49   4| 898M  531M  113M 2325M|  10k 2084B|   0  1020k|   0  69.0 | 584  1045 |1.81 1.82 1.61|  0 1.0   0|   0     0 |beam.smp             1960 2.0%   0    0 |python2              1531   18k 461B  0%|mysqld       221M|   0     0 |  17   31    0    7    0
Apr 01 08:11:28 ubuntu dstat.sh[1332]: 01-04 08:11:28|  2   3  47  46   3| 898M  530M  113M 2325M|4172B 1986B|   0  1036k|   0  73.0 | 557  1068 |1.75 1.81 1.61|  0 1.0   0|   0     0 |mysqld               587  3.0%   0    0 |python2              1531   18k 465B0.5%|mysqld       222M|   0     0 |  17   31    0    7    0
Apr 01 08:11:29 ubuntu dstat.sh[1332]: 01-04 08:11:29|  5   3  46  45   2| 899M  530M  114M 2326M|3899B 1944B|   0  1472k|   0   106 | 738  1386 |1.75 1.81 1.61|  0 1.0   0|   0     0 |mysqld               587  4.0%   0    0 |python2              1531   18k 465B  0%|mysqld       222M|   0     0 |  17   31    0    7    0
Apr 01 08:11:30 ubuntu dstat.sh[1332]: 01-04 08:11:30|  2   2  46  49   1| 899M  529M  114M 2326M|4225B 1944B|   0   960k|   0  67.0 | 548  1046 |1.75 1.81 1.61|  0 1.0   0|   0     0 |conntrackd           162461.0%   0    0 |python2              1531   18k 462B  0%|mysqld       222M|   0     0 |  17   31    0    7    0
Apr 01 08:11:31 ubuntu dstat.sh[1332]: 01-04 08:11:31|  4   2  46  44   4| 900M  528M  114M 2326M|4115B 1944B|   0  1400k|   0  95.0 | 784  1333 |1.75 1.81 1.61|  0 1.0 2.0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   18k 470B1.0%|mysqld       222M|   0     0 |  17   31    0    5    0
Apr 01 08:11:32 ubuntu dstat.sh[1332]: 01-04 08:11:32|  3   2  42  51   1| 900M  527M  114M 2326M|  19k 1944B|   0   612k|   0  36.0 | 604   863 |1.75 1.81 1.61|  0 1.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              1531   18k 471B  0%|mysqld       222M|   0     0 |  17   31    0    5    0
Apr 01 08:11:33 ubuntu dstat.sh[1332]: 01-04 08:11:33|  2   1  40  57   1| 900M  527M  114M 2326M|  20k 1944B|   0   572k|   0  32.0 | 522   818 |1.77 1.81 1.61|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1531   18k 464B  0%|mysqld       222M|   0     0 |  17   31    0    5    0
Apr 01 08:11:34 ubuntu dstat.sh[1332]: 01-04 08:11:34|  3   3  48  46   1| 900M  526M  114M 2327M|3265B 1944B|   0  1432k|   0   104 | 804  1275 |1.77 1.81 1.61|  0 1.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   18k 464B0.5%|mysqld       223M|   0     0 |  17   31    0    5    0
Apr 01 08:11:35 ubuntu dstat.sh[1332]: 01-04 08:11:35|  5   3  45  46   1| 901M  525M  114M 2327M|4894B 1944B|   0  1276k|   0   101 | 628  1260 |1.77 1.81 1.61|1.0   0   0|   0     0 |mysqld               587  4.0%   0    0 |python2              1531   18k 466B  0%|mysqld       223M|   0     0 |  17   31    0    3    0
Apr 01 08:11:36 ubuntu dstat.sh[1332]: 01-04 08:11:36|  3   2  47  44   4| 901M  525M  115M 2327M|3565B 1782B|   0  1364k|   0  91.0 | 670  1175 |1.77 1.81 1.61|2.0 1.0   0|   0     0 |mysqld               587  2.5%   0    0 |python2              1531   18k 465B  0%|mysqld       223M|   0     0 |  17   31    0    3    0
Apr 01 08:11:37 ubuntu dstat.sh[1332]: 01-04 08:11:37|  2   2  43  53   1| 901M  524M  115M 2327M|3624B 1890B|   0  1224k|   0  85.0 | 578  1128 |1.77 1.81 1.61|2.0   0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   18k 465B0.5%|mysqld       223M|   0     0 |  17   31    0    3    0
Apr 01 08:11:38 ubuntu dstat.sh[1332]: 01-04 08:11:38|  3   2  41  55   1| 901M  524M  115M 2328M|7819B 1890B|   0  1096k|   0  75.0 | 633  1138 |1.79 1.82 1.61|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1531   18k 465B  0%|mysqld       224M|   0     0 |  17   31    0    3    0
Apr 01 08:11:39 ubuntu dstat.sh[1332]: 01-04 08:11:39|  2   2  42  54   1| 901M  524M  115M 2328M|4340B 1998B|   0  9084k|   0  90.0 | 576  1076 |1.79 1.82 1.61|  0 1.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   18k 465B  0%|mysqld       224M|   0     0 |  17   31    0    3    0
Apr 01 08:11:40 ubuntu dstat.sh[1332]: 01-04 08:11:40|  3   2  40  56   0| 901M  523M  115M 2328M|4782B 1944B|   0   964k|   0  62.0 | 532   951 |1.79 1.82 1.61|  0 1.0   0|   0     0 |etcd                 2437 1.0%   0    0 |python2              1531   18k 465B0.5%|mysqld       224M|   0     0 |  17   31    0    3    0
Apr 01 08:11:41 ubuntu dstat.sh[1332]: 01-04 08:11:41|  2   2  44  53   0| 901M  523M  115M 2328M|4750B 2038B|   0   376k|   0  23.0 | 432   784 |1.79 1.82 1.61|  0 2.0 2.0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   18k 446B  0%|mysqld       224M|   0     0 |  17   31    0    1    0
Apr 01 08:11:42 ubuntu dstat.sh[1332]: 01-04 08:11:42|  2   2  46  50   1| 901M  523M  115M 2328M|3465B 1944B|   0  1432k|   0  92.0 | 691  1137 |1.79 1.82 1.61|  0 2.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   17k 469B  0%|mysqld       224M|   0     0 |  17   31    0    1    0
Apr 01 08:11:43 ubuntu dstat.sh[1332]: 01-04 08:11:43|  2   2  47  49   0| 902M  522M  115M 2329M|3611B 1944B|   0  1252k|   0  81.0 | 614   991 |1.80 1.82 1.62|  0 1.0   0|   0     0 |jbd2/vda1-8          292  0.5%   0    0 |python2              1531   17k 455B  0%|mysqld       224M|   0     0 |  17   31    0    1    0
Apr 01 08:11:44 ubuntu dstat.sh[1332]: 01-04 08:11:44|  3   1  46  50   0| 902M  522M  115M 2329M|4673B 1836B|   0  1200k|   0  85.0 | 679  1062 |1.80 1.82 1.62|  0 1.0   0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   17k 446B0.5%|mysqld       225M|   0     0 |  17   31    0    1    0
Apr 01 08:11:45 ubuntu dstat.sh[1332]: 01-04 08:11:45|  5   2  45  48   1| 902M  521M  115M 2329M|3532B 2052B|   0  1284k|   0  74.0 | 607   974 |1.80 1.82 1.62|1.0 1.0   0|   0     0 |mysqld               587  3.5%   0    0 |python2              1531   17k 451B  0%|mysqld       225M|   0     0 |  17   31    0    1    0
Apr 01 08:11:46 ubuntu dstat.sh[1332]: 01-04 08:11:46|  5   3  45  46   1| 902M  520M  115M 2329M|4192B 1944B|   0  1228k|   0  90.0 | 732  1263 |1.80 1.82 1.62|  0 1.0   0|   0     0 |mysqld               587  2.5%   0    0 |python2              1531   17k 466B  0%|mysqld       225M|   0     0 |  17   31    0    1    0
Apr 01 08:11:47 ubuntu dstat.sh[1332]: 01-04 08:11:47|  2   2  47  48   1| 902M  520M  115M 2330M|5753B 1944B|   0  1136k|   0  75.0 | 682  1050 |1.80 1.82 1.62|  0 1.0   0|   0     0 |mysqld               587  1.5%   0    0 |python2              1531   17k 465B  0%|mysqld       225M|   0     0 |  17   31    0    1    0
